"Refid","agent","ShortBibliography","FullBibliography","Author","Title","Abstract","publicationYear"
47865,"Newcastle disease","Hartwigk, et al. 1958. ","Hartwigk, H., Gothe, E.D. (1958).  Untersuchungen an aus- und inländischem Schlacht- geflügel auf Newcastle-Virus unter Berücksichtigung der Überlebensdauer des Virus Zentralblatt für Veterinärmedizin, 5(9),  821","Hartwigk, H., Gothe, E.D.","Untersuchungen an aus- und inländischem Schlacht- geflügel auf Newcastle-Virus unter Berücksichtigung der Überlebensdauer des Virus","Es wurden 517 Stück Schlachtgeflügel amerikanischer, polnischer, ungarischer, jugoslawischer, finnischer, dänischer, holländischer und deutscher Herkunft, das sich im Handel befand, auf ND-Virus mit dem Ergebnis geprüft, daß in einem Fall bei Hühnern einer holländischen Sendung ein kükenpathogenes Virus festgestellt wurde. Das ND-Virus hatte in pestinfizierten Schlacht-hühnern, die bei — 20° C eingelagert waren, eine Überlebensdauer von 836 Tagen und mehr. In vergrabenen Hühnerkadavern wurde das Virus bei 2 Hühnern im Knochenmark noch nach 56 bzw. 121 Tagen nachweisbar. Bei 76 Schlachthähnchen, die in einer Farm, in der die Newcastle-Disease einen milden Verlauf zeigte, zur Schlachtung kamen, verliefen die virologischen Untersuchungen negativ. Zwecks verbesserter Seuchenprophylaxe wird eine Stichprobenuntersuchung von importiertem Schlachtgeflügel aus Ländern, in denen die Newcastle-Disease vorkommt, vorgeschlagen. Studies on the survival of Newcastle disease in imported and homeproduced poultry The carcases of 517 poultry exposed for sale and coming from a number of countries, (America, Poland, Hungary, Yugoslavia, Finland, Denmark, Holland and Germany) were examined for the presence of N.D. virus. A virus pathogenic for chicks was found in one instance in hens among a batch of birds from Holland. In birds slaughtered when affected with N.D. and kept at minus 20° C, the virus survived 836 days and longer. In buried carcases, the virus was demonstrable in 2 hens after 56 + 121 days, respectively. In 76 hens slaughtered on a farm where N.D. was present in a mild form, the virological studies were negative. For better control of the disease it is suggested that samples of imported poultry carcases from countries where N.D. occurs should be tested for the presence of the virus. Recherches sur le virus de Newcastle chez des volailles de consommation et sur sa durée de survie On rechercha le virus de la maladie de Newcastle chez 517 pièces de volailles de consommation d'origine américaine, polonaise, hongroise, yougoslave, finnoise, danoise, hollandaise et allemande qui se trouvaient dans le commerce. Dans un cas on trouva chez des poules de provenance hollandaise un virus pathogène pour les poussins. Chez les poules infestées, entreposées à une température de — 20° C., le virus de Newcastle présenta une durée de survie de 836 jours et plus. Dans des cadavres de 2 poules enterrées depuis 56, resp. 121 jours on décela le virus dans la moelle osseuse. Chez 76 poules de consommation provenant d'une ferme où la maladie de Newcastle présentait un cours bénin, les examens virologiques furent négatifs. Dans le but d'améliorer la prophylaxie des épizooties, les auteurs proposent d'effectuer des contrôles par sondages des volailles importées de pays où la maladie de Newcastle est endémique. Estudios realizados en aves de abasto extranjeras y nacionales respecto al virus de Newcastle teniendo en cuenta el período de supervivencia del virus 517 piezas de aves de abasto de procedencia americana, polaca, húngara, yugoeslava, finlandesa, danesa, holandesa y alemana, que se hallaban en el comercio, se estudiaron en cuanto al virus de la enfermedad de Newcastle, con el resultado de que en una ocasión en gallinas pertenecientes a una remesa holandesa se identificó un virus patógeno para los pollitos. El virus de Newcastle tenía en gallinas de abasto, almacenadas a — 20° C., un período de supervivencia de 836 días y más. En cadáveres enterrados de gallinas, el virus aún se pudo aislar de la medula ósea en dos gallinas al cabo de 56 y 121 días, respectivamente. En 76 pollos de abasto. procedentes de una granja en la cual se había declarado la peste aviar con curso benigno, cuando llegaron para ser sacrificados, las investigaciones virológicas resultaron negativas. Con el fin de mejorar la profilaxis epizoótica, se propone el examen de algunos ejem-plares, tomados al azar, de aves importadas de abasto, originarias de países en los que existe la peste aviar. © 1958 Blackwell Verlag GmbH","1958"
47911,"FMD - Foot and Mouth Disease","BROOKSBY, et al. 1948. ","BROOKSBY, J.B. (1948).  The survival of the virus of foot-and-mouth disease in blood at 37 C. British journal of experimental pathology, 29(1),  10","BROOKSBY, J.B.","The survival of the virus of foot-and-mouth disease in blood at 37 C.","","1948"
47924,"African swine fever virus","Zhai, et al. 2021. ","Zhai, H., Ji, C., Walsh, M. C., Bergstrom, J., Potot, S., Wang, H. (2021).  The addition of nature identical flavorings accelerated the virucidal effect of pure benzoic acid against african swine fever viral contamination of complete feed Animals, 11(4),  #Pages#","Zhai, H., Ji, C., Walsh, M. C., Bergstrom, J., Potot, S., Wang, H.","The addition of nature identical flavorings accelerated the virucidal effect of pure benzoic acid against african swine fever viral contamination of complete feed","African swine fever virus is one of the most highly contagious and lethal viruses for the global swine industry. Strengthening biosecurity is the only effective measure for preventing the spread of this viral disease. The virus can be transmitted through contaminated feedstuffs and, therefore, research has been conducted to explore corresponding mitigating measures. The purpose of the current study was to test a combination of pure benzoic acid and a blend of nature identical flavorings for their ability to reduce African swine fever viral survival in feed. This virus was inoculated to feed with or without the supplementation of the test compounds, and the viral presence and load were measured by a hemadsorption test and quantitative real time polymerase chain reaction. The main finding was that the combination of pure benzoic acid and nature identical flavorings could expedite the reduction in both viral load and survival in a swine feed. Therefore, this solution could be adopted as a preventive measure for mitigating the risk of contaminated feed by African swine fever virus. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","2021"
48023,"FMD - Foot and Mouth Disease","Lasta, et al. 1992. ","Lasta, J., Blackwell, J. H., Sadir, A., Gallinger, M., Marcoveccio, F., Zamorano, M., Luddenand, B., Rodriguez, R. (1992).  Combined Treatments of Heat, Irradiation, and pH Effects on Infectivity of Foot-and-Mouth Disease Virus in Bovine Tissues Journal of Food Science, 57(1),  36-39","Lasta, J., Blackwell, J. H., Sadir, A., Gallinger, M., Marcoveccio, F., Zamorano, M., Luddenand, B., Rodriguez, R.","Combined Treatments of Heat, Irradiation, and pH Effects on Infectivity of Foot-and-Mouth Disease Virus in Bovine Tissues","Various traditional methods for processing meat products were examined for their virucidal effects on the A, O, and C serotypes of food-and-mouth disease virus. Aging, curing, heating at 78°C for 20 min or irradiation (1.5 Mrad, 2.5 Mrad) that did not alter the sensory characteristics of the product were used singly or in combination. The only processing treatment that was virucidal was the combination of heat and gamma irradiation. Copyright © 1992, Wiley Blackwell. All rights reserved","1992"
48314,"African swine fever virus","Jackman, et al. 2020. ","Jackman, J. A., Hakobyan, A., Zakaryan, H., Elrod, C. C. (2020).  Inhibition of African swine fever virus in liquid and feed by medium-chain fatty acids and glycerol monolaurate Journal of Animal Science and Biotechnology, 11(1),  #Pages#","Jackman, J. A., Hakobyan, A., Zakaryan, H., Elrod, C. C.","Inhibition of African swine fever virus in liquid and feed by medium-chain fatty acids and glycerol monolaurate","Background: The ongoing African swine fever virus (ASFv) epidemic has had a major impact on pig production globally and biosecurity efforts to curb ASFv infectivity and transmission are a high priority. It has been recently identified that feed and feed ingredients, along with drinking water, can serve as transmission vehicles and might facilitate transboundary spread of ASFv. Thus, it is important to test the antiviral activity of regulatory compatible, antiviral feed additives that might inhibit ASFv infectivity in feed. One promising group of feed additive candidates includes medium-chain fatty acids (MCFA) and monoglyceride derivatives, which are known to disrupt the lipid membrane surrounding certain enveloped viruses and bacteria. Results: The antiviral activities of selected MCFA, namely caprylic, capric, and lauric acids, and a related monoglyceride, glycerol monolaurate (GML), to inhibit ASFv in liquid and feed conditions were investigated and suitable compounds and inclusion rates were identified that might be useful for mitigating ASFv in feed environments. Antiviral assays showed that all tested MCFA and GML inhibit ASFv. GML was more potent than MCFA because it worked at a lower concentration and inhibited ASFv due to direct virucidal activity along with one or more other antiviral mechanisms. Dose-dependent feed experiments further showed that sufficiently high GML doses can significantly reduce ASFv infectivity in feed in a linear manner in periods as short as 30 min, as determined by infectious viral titer measurements. Enzyme-linked immunosorbent assay (ELISA) experiments revealed that GML treatment also hinders antibody recognition of the membrane-associated ASFv p72 structural protein, which likely relates to protein conformational changes arising from viral membrane disruption. Conclusion: Together, the findings in this study indicate that MCFA and GML inhibit ASFv in liquid conditions and that GML is also able to reduce ASFv infectivity in feed, which may help to curb disease transmission. © 2020, The Author(s).","2020"
48434,"African swine fever virus","Tran, et al. 2021. ","Tran, H. T. T., Truong, A. D., Ly, D. V., Van Hoang, T., Chu, N. T., Nguyen, H. T., Dang, A. T. K., De Vos, M., Lannoo, K., Bruggeman, G., Dang, H. V. (2021).  The potential anti-african swine fever virus effects of medium chain fatty acids on in vitro feed model: An evaluation study using epidemic asfv strain circulating in Vietnam Open Veterinary Journal, 11(3),  346-355","Tran, H. T. T., Truong, A. D., Ly, D. V., Van Hoang, T., Chu, N. T., Nguyen, H. T., Dang, A. T. K., De Vos, M., Lannoo, K., Bruggeman, G., Dang, H. V.","The potential anti-african swine fever virus effects of medium chain fatty acids on in vitro feed model: An evaluation study using epidemic asfv strain circulating in Vietnam","Background: African swine fever (ASF) is an important disease affecting swine and has a significant economic loss in both the developed and developing world. Aim: In this study, we evaluated the potential effects of medium-chain fatty acids (MCFAs) in individual and synergistic forms to prevent and/or reduce ASF virus (ASFV) infection using in vitro feed model. Methods: The cytotoxicity of MCFAs on porcine alveolar macrophages cells was evaluated by using the 3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide assay. The potential effects of MCFAs, including C8 (caprylic acid), C8-C6-C10 (caprylic acid-caproic acid-capric acid; 1:1:1 ratio) and C8-C10-C12 (caprylic acid-capric acid-lauric acid; 1:1:1 ratio) against a field ASFV strain isolated in the capital Hanoi of Vietnam, were further examined by real-time PCR and haemadsorption assays in in vitro feed model. Results: Our results indicated that all tested products do not induce cytotoxicity at the dose of 100 µg/ml and are suitable for further in vitro examination. These products have shown a strong antiviral effect against ASFV infectivity at doses of 0.375% and 0.5%. Interestingly, the synergistic MCFAs have shown clearly their potential activities against ASFV in which at a lower dose of 0.25%, pre-treatment with product two and three induced significant increases at the level of Cq value when compared to positive control and/or product 1 (p < 0.05). However, the viral titre was not changed after 24 hours post-inoculation when compared to positive control. Our findings suggested that all tested products, both individual and synergistic forms of MCFAs, have possessed a strong anti-ASFV effect, and this effect is dose-dependence in in vitro feed model. Additionally, synergistic effects of MCFAs are more effective against ASFV when compared to individual forms. Conclusion: Together, the findings in this study indicate that MCFAs, both individual and synergistic forms, inhibit against a field ASFV strain in the feed model, which may support minimizing the risk of ASF transmission in the pig population. Further studies focusing on in vivo anti-ASFV effects of MCFAs are important to bring new insight into the mode of ASFV-reduced action by these compounds in swine feed. © 2021, Faculty of Veterinary Medicine, University of Tripoli. All rights reserved.","2021"
48458,"FMD - Foot and Mouth Disease","Stenfeldt, et al. 2022. ","Stenfeldt, C., Bertram, M. R., Meek, H. C., Hartwig, E. J., Smoliga, G. R., Niederwerder, M. C., Diel, D. G., Dee, S. A., Arzt, J. (2022).  The risk and mitigation of foot-and-mouth disease virus infection of pigs through consumption of contaminated feed Transboundary and Emerging Diseases, 69(1),  72-87","Stenfeldt, C., Bertram, M. R., Meek, H. C., Hartwig, E. J., Smoliga, G. R., Niederwerder, M. C., Diel, D. G., Dee, S. A., Arzt, J.","The risk and mitigation of foot-and-mouth disease virus infection of pigs through consumption of contaminated feed","Transboundary movement of animal feed and feed ingredients has been identified as a route for pathogen incursions. While imports of animals and animal-derived products are highly regulated for the purpose of infectious disease prevention, there has been less consideration of the viability of infectious agents in inanimate products, such as feed. This study investigated the ability of foot-and-mouth disease virus (FMDV) to remain infectious as a contaminant of commercial whole pig feed and select pig feed ingredients, and to establish the minimum infectious dose (MIDF) required to cause foot-and-mouth disease (FMD) in pigs that consumed contaminated feed. FMDV viability in vitro varied depending on virus strain, feed product, and storage temperature, with increased duration of infectivity in soybean meal compared to pelleted whole feed. Specifically, both strains of FMDV evaluated remained viable through to the end of the 37 day observation period in experimentally contaminated soybean meal stored at 4 or 20°C. The MIDF for pigs consuming contaminated feed varied across virus strains and exposure duration in the range of 106.2 to 107 TCID50. The ability of FMDV to cause infection in exposed pigs was mitigated by pre-treatment of feed with two commercially available feed additives, based on either formaldehyde (SalCURB®) or lactic acid (Guardian™). Our findings demonstrate that FMDV may remain infectious in pig feed ingredients for durations compatible with transoceanic transport. Although the observed MIDF was relatively high, variations in feeding conditions and biophysical characteristics of different virus strains may alter the probability of infection. These findings may be used to parameterize modelling of the risk of FMDV incursions and to regulate feed importation to minimize the risk of inadvertent importation. © 2021 Wiley-VCH GmbH. This article has been contributed to by US Government employees and their work is in the public domain in the USA.","2022"
48494,"African swine fever virus","Fischer, et al. 2021. ","Fischer, M., Pikalo, J., Beer, M., Blome, S. (2021).  Stability of African swine fever virus on spiked spray-dried porcine plasma Transboundary and Emerging Diseases, 68(5),  2806-2811","Fischer, M., Pikalo, J., Beer, M., Blome, S.","Stability of African swine fever virus on spiked spray-dried porcine plasma","African swine fever (ASF) is a viral disease that affects members of the Suidae family. The notifiable disease is considered a major threat to the pig industry, animal health, and food security worldwide. According to the European Food Safety Authority, ASF virus (ASFV) survival and transmission in feed and feed materials is a major research gap. Against this background, the objective of this study was to determine the survival of ASFV on spiked spray-dried porcine plasma (SDPP) when stored at two different temperatures. To this means, commercial SDPP granules were contaminated with high titers of ASFV in a worst-case external contamination scenario. Three samples per time point and temperature condition were subjected to blind passaging on macrophage cultures and subsequent haemadsorption test to determine residual infectivity. In addition, viral genome was detected by real-time PCR. The results indicate that heavily contaminated SDPP stored at 4°C remains infectious for at least 5 weeks. In contrast, spiked SDPP stored at room temperature displayed a distinct ASFV titer reduction after 1 week (>2.8 log levels) and complete inactivation after 2 weeks (>5.7 log levels). In conclusion, the residual risk of ASFV transmission through externally contaminated SDPP is low if SDPP is stored at room temperature (21 ± 2°C) for a period of at least 2 weeks before feeding. © 2021 The Authors. Transboundary and Emerging Diseases published by Wiley-VCH GmbH","2021"
48649,"African swine fever virus","Tanneberger, et al. 2021. ","Tanneberger, F., Wahed, A.A.E., Fischer, M., Blome, S., Truyen, U. (2021).  The efficacy of disinfection on modified vaccinia ankara and african swine fever virus in various forest soil types Viruses, 13(11),  #Pages#","Tanneberger, F., Wahed, A.A.E., Fischer, M., Blome, S., Truyen, U.","The efficacy of disinfection on modified vaccinia ankara and african swine fever virus in various forest soil types","African swine fever (ASF) has become a global threat to the pig industry and wild suids. Within Europe, including Germany, affected wild boar populations play a major role. Fencing and carcass removal in combination with the reduction in environmental contamination are key to control further spread. The handling of the ASF virus (ASFV) is restricted to high-containment conditions in Germany. According to the regulation of the German Veterinarian Society (DVG), modified vaccinia Ankara virus (MVAV) is the virus of choice to determine the efficacy of disinfection for enveloped viruses. The aim of this study was to use the MVAV as a guide to select the best possible disinfectant solution and concentration for the inactivation of ASFV in soil. Both viruses were tested simultaneously. In this study, two layers (top and mineral soil) of soil types from six different locations in Saxony, Germany, were collected. The tenacity of ASFV and MVAV were tested at various time points (0.5 to 72 h). The capabilities of different concentrations of peracetic acid and citric acid (approx. 0.1 to 2%) to inactivate the viruses in the selected soil types with spiked high protein load were examined under appropriate containment conditions. Around 2-3 Log10 (TCID50) levels of reduction in the infectivity of both ASFV and MVAV were observed in all soil types starting after two hours. For MVAV, a 4 Log10 loss was recorded after 72 h. A total of 0.1% of peracetic acid (5 L/m2) was sufficient to inactivate the viruses. A 4 log10 reduction in the infectivity of MVAV was noticed by applying 1% citric acid, while a 2 log10 decline was recorded with ASFV. In conclusion, comparing MVAV to ASFV for efficacy screening of disinfectant solutions has revealed many similarities. Peracetic acid reduced the infectivity of both viruses independently of the soil type and the existence of a high organic soiling. © 2021 by the authors.","2021"
48742,"FMD - Foot and Mouth Disease","Kristensen, et al. 2021. ","Kristensen, T., Belsham, G.J., Tjørnehøj, K. (2021).  Heat inactivation of foot-and-mouth disease virus, swine vesicular disease virus and classical swine fever virus when air-dried on plastic and glass surfaces Biosafety and Health, 3(4),  217","Kristensen, T., Belsham, G.J., Tjørnehøj, K.","Heat inactivation of foot-and-mouth disease virus, swine vesicular disease virus and classical swine fever virus when air-dried on plastic and glass surfaces","Foot-and-mouth disease virus (FMDV), swine vesicular disease virus (SVDV) and classical swine fever virus (CSFV) all cause important animal diseases. FMDV affects many different cloven-hoofed animals, whereas SVDV and CSFV are restricted to domestic and feral pigs together with wild boar. Europe is normally free of these diseases, but occasionally outbreaks happen, which can cause huge economic losses. Handling of these viruses, in particular FMDV and CSFV, is only allowed within high containment laboratories and stables. Periodically such facilities need to be decommissioned for repair or closing down, which is done by cleaning and chemical disinfection, followed by fumigation due to residual risk from virus on surfaces in inaccessible places. However, building materials in older laboratories or stables that have housed infected animals may not be well-suited for fumigation. Heat treatment is another way of inactivating viruses. In this study, we have determined the survival of infectivity in air-dried virus samples on glass and plastic surfaces incubated at room temperature or heated to 70 °C for 1, 2, 3, 5 and 7 days. Each of the tested viruses was inactivated to below the limit of detection after 24 h or 48 h of incubation at 70 °C; in contrast, some of these viruses were still infectious after 7 days of incubation at room temperature. This study provides important information that can be used in relation to decontamination of buildings and in risk-assessments. © 2021 Chinese Medical Association Publishing House","2021"
48742,"Classical Swine Fever","Kristensen, et al. 2021. ","Kristensen, T., Belsham, G.J., Tjørnehøj, K. (2021).  Heat inactivation of foot-and-mouth disease virus, swine vesicular disease virus and classical swine fever virus when air-dried on plastic and glass surfaces Biosafety and Health, 3(4),  217","Kristensen, T., Belsham, G.J., Tjørnehøj, K.","Heat inactivation of foot-and-mouth disease virus, swine vesicular disease virus and classical swine fever virus when air-dried on plastic and glass surfaces","Foot-and-mouth disease virus (FMDV), swine vesicular disease virus (SVDV) and classical swine fever virus (CSFV) all cause important animal diseases. FMDV affects many different cloven-hoofed animals, whereas SVDV and CSFV are restricted to domestic and feral pigs together with wild boar. Europe is normally free of these diseases, but occasionally outbreaks happen, which can cause huge economic losses. Handling of these viruses, in particular FMDV and CSFV, is only allowed within high containment laboratories and stables. Periodically such facilities need to be decommissioned for repair or closing down, which is done by cleaning and chemical disinfection, followed by fumigation due to residual risk from virus on surfaces in inaccessible places. However, building materials in older laboratories or stables that have housed infected animals may not be well-suited for fumigation. Heat treatment is another way of inactivating viruses. In this study, we have determined the survival of infectivity in air-dried virus samples on glass and plastic surfaces incubated at room temperature or heated to 70 °C for 1, 2, 3, 5 and 7 days. Each of the tested viruses was inactivated to below the limit of detection after 24 h or 48 h of incubation at 70 °C; in contrast, some of these viruses were still infectious after 7 days of incubation at room temperature. This study provides important information that can be used in relation to decontamination of buildings and in risk-assessments. © 2021 Chinese Medical Association Publishing House","2021"
