"Refid","Bibliography","User","Ris Code","Level","Pathogen survival _k","studyID
Unique ID to link all observations from the same study or experiment","studyGroupID","agent
Causative agent of vector borne diseases","agentSubtypeType
What type of further detailed information is given regarding the agent.Select here, and type below. ","agentSubtypeType
What type of further detailed information is given regarding the agent.Select here, and type below. _comment","agentDetails
strain and any other further information","agentSubtype
(question from DACRAH1, no need to answer)","studyTargetSpecies
Species used in study","studyTargetSpecies
Species used in study_comment","sampUnitSize
Number of samples tested in the study
(enter -1 if not reported, -2 if not relevant)","sampledMatrix
Matrix sampled","sampledMatrix
Matrix sampled_comment","sampled Matrix Text
matrix as given in the paper/ any further details about the sample matrix","temperature
Degrees Celcius","Further details about temperature
Describe any variations. If the temperature was not constant, explain it here, and add the MAXIMUM temperature in the temperature box.","humidity
Humidity conditions (%)","Further details about the process/methods/survival conditions
Use this box to add any further details, in particular whether a specific survival condition was evaluated, for instance composting. ","anMethCode
Laboratory test used to analyse for virus, antibodies or antigens associated with the VBD","anMatText
Target of laboratory test","maxDetect
Maximum number of days post inoculation to observe pathogen, antibody or nucleic acid","Truncated
Is the value of MaxDetect truncated ? In other words: was the study finished before samples were negative. That is, is the reported  “MaxDetect” equal to the last experiment day ?","Half-life in days","LCI 95% Half-life
Value in days for the lower limite of the confidence interval for half-life","UCI 95% Half-life
Value in days for the upper limit of the confidence interval for half-life","Study design STRENGTHS
Add notes on the strengths of the study design.","Study design WEAKNESSESAdd any notes on the study design weaknesses - lack of proper controls, lack of proper analyses methods, flaws in the way data were reported, etc. What is the impact of these flaws on the use of the data collected?"
31092," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov (2016).  The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions Sel'skokhozyaistvennaya Biologiya, 51(4),  467",herman.vanroermund,,4,,31092,3109210,"African swine fever virus",strain,,"Volgograd-Kalach 2012",,"Pig (Sus scrofa domesticus) ",,-1,kidney,,,-18,,,,"Real-Time PCR (qualitative or quantitative)","Nucleic acid",60,yes,,,,"Many products tested, clearly written. Study period was 60 days.","Temperature was between -16 and -20 C, so -18 C was chosen.
Products were inoculated / spiked; not from infection experiments."
31092," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov (2016).  The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions Sel'skokhozyaistvennaya Biologiya, 51(4),  467",herman.vanroermund,,4,,31092,3109211,"African swine fever virus",strain,,"Volgograd-Kalach 2012",,"Pig (Sus scrofa domesticus) ",,-1,liver,,,23.5,,,,"Real-Time PCR (qualitative or quantitative)","Nucleic acid",56,yes,,,,"Many products tested, clearly written. Study period was 60 days.","Temperature was between 22-25 C, so 23.5 C was chosen.
Products were inoculated / spiked; not from infection experiments."
31092," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov (2016).  The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions Sel'skokhozyaistvennaya Biologiya, 51(4),  467",herman.vanroermund,,4,,31092,3109212,"African swine fever virus",strain,,"Volgograd-Kalach 2012",,"Pig (Sus scrofa domesticus) ",,-1,liver,,,-18,,,,"Haemadsorption assay (HAT test) ",Virus,60,yes,,,,"Many products tested, clearly written. Study period was 60 days.","Temperature was between -16 and -20 C, so -18 C was chosen.
Products were inoculated / spiked; not from infection experiments."
31092," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov (2016).  The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions Sel'skokhozyaistvennaya Biologiya, 51(4),  467",herman.vanroermund,,4,,31092,3109212,"African swine fever virus",strain,,"Volgograd-Kalach 2012",,"Pig (Sus scrofa domesticus) ",,-1,liver,,,-18,,,,"Real-Time PCR (qualitative or quantitative)","Nucleic acid",60,yes,,,,"Many products tested, clearly written. Study period was 60 days.","Temperature was between -16 and -20 C, so -18 C was chosen.
Products were inoculated / spiked; not from infection experiments."
31092," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov (2016).  The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions Sel'skokhozyaistvennaya Biologiya, 51(4),  467",herman.vanroermund,,4,,31092,3109201,"African swine fever virus",strain,,"Volgograd-Kalach 2012",,"Pig (Sus scrofa domesticus) ",,-1,"Corned pork, uncooked",,,23.5,,,,"Haemadsorption assay (HAT test) ",Virus,16,yes,,,,"Many products tested, clearly written. Study period was 60 days.","Temperature was between 22-25 C, so 23.5 C was chosen.
Products were inoculated / spiked; not from infection experiments."
31092," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov (2016).  The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions Sel'skokhozyaistvennaya Biologiya, 51(4),  467",herman.vanroermund,,4,,31092,3109201,"African swine fever virus",strain,,"Volgograd-Kalach 2012",,"Pig (Sus scrofa domesticus) ",,-1,"Corned pork, uncooked",,,23.5,,,,"Real-Time PCR (qualitative or quantitative)","Nucleic acid",28,no,,,,"Many products tested, clearly written. Study period was 60 days.","Temperature was between 22-25 C, so 23.5 C was chosen.
Products were inoculated / spiked; not from infection experiments."
31092," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov (2016).  The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions Sel'skokhozyaistvennaya Biologiya, 51(4),  467",herman.vanroermund,,4,,31092,3109202,"African swine fever virus",strain,,"Volgograd-Kalach 2012",,"Pig (Sus scrofa domesticus) ",,14,"Corned pork, uncooked",,,5,,,,"Haemadsorption assay (HAT test) ",Virus,60,yes,,,,"Many products tested, clearly written. Study period was 60 days.","Temperature was between 4-6 C, so 5 C was chosen.
Products were inoculated / spiked; not from infection experiments."
31092," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov (2016).  The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions Sel'skokhozyaistvennaya Biologiya, 51(4),  467",herman.vanroermund,,4,,31092,3109202,"African swine fever virus",strain,,"Volgograd-Kalach 2012",,"Pig (Sus scrofa domesticus) ",,14,"Corned pork, uncooked",,,5,,,,"Real-Time PCR (qualitative or quantitative)","Nucleic acid",60,yes,,,,"Many products tested, clearly written. Study period was 60 days.","Temperature was between 4-6 C, so 5 C was chosen.
Products were inoculated / spiked; not from infection experiments."
31092," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov (2016).  The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions Sel'skokhozyaistvennaya Biologiya, 51(4),  467",herman.vanroermund,,4,,31092,3109203,"African swine fever virus",strain,,"Volgograd-Kalach 2012",,"Pig (Sus scrofa domesticus) ",,-1,"Corned pork, uncooked",,,-18,,,,"Haemadsorption assay (HAT test) ",Virus,60,yes,,,,"Many products tested, clearly written. Study period was 60 days.","Temperature was between -16 and -20, so -18 C was chosen.
Products were inoculated / spiked; not from infection experiments."
31092," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov (2016).  The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions Sel'skokhozyaistvennaya Biologiya, 51(4),  467",herman.vanroermund,,4,,31092,3109203,"African swine fever virus",strain,,"Volgograd-Kalach 2012",,"Pig (Sus scrofa domesticus) ",,-1,"Corned pork, uncooked",,,-18,,,,"Real-Time PCR (qualitative or quantitative)","Nucleic acid",60,yes,,,,"Many products tested, clearly written. Study period was 60 days.","Temperature was between -16 and -20, so -18 C was chosen.
Products were inoculated / spiked; not from infection experiments."
31092," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov (2016).  The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions Sel'skokhozyaistvennaya Biologiya, 51(4),  467",herman.vanroermund,,4,,31092,3109207,"African swine fever virus",strain,,"Volgograd-Kalach 2012",,"Pig (Sus scrofa domesticus) ",,-1,"Heart (as part-nature)",,,23.5,,,,"Real-Time PCR (qualitative or quantitative)","Nucleic acid",28,no,,,,"Many products tested, clearly written. Study period was 60 days.","Temperature was between 22-25 C, so 23.5 C was chosen.
Products were inoculated / spiked; not from infection experiments."
31092," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov (2016).  The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions Sel'skokhozyaistvennaya Biologiya, 51(4),  467",herman.vanroermund,,4,,31092,3109208,"African swine fever virus",strain,,"Volgograd-Kalach 2012",,"Pig (Sus scrofa domesticus) ",,-1,"Heart (as part-nature)",,,-18,,,,"Haemadsorption assay (HAT test) ",Virus,60,yes,,,,"Many products tested, clearly written. Study period was 60 days.","Temperature was between -16 and -20 C, so -18 C was chosen.
Products were inoculated / spiked; not from infection experiments."
31092," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov (2016).  The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions Sel'skokhozyaistvennaya Biologiya, 51(4),  467",herman.vanroermund,,4,,31092,3109208,"African swine fever virus",strain,,"Volgograd-Kalach 2012",,"Pig (Sus scrofa domesticus) ",,-1,"Heart (as part-nature)",,,-18,,,,"Real-Time PCR (qualitative or quantitative)","Nucleic acid",60,yes,,,,"Many products tested, clearly written. Study period was 60 days.","Temperature was between -16 and -20 C, so -18 C was chosen.
Products were inoculated / spiked; not from infection experiments."
31092," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov (2016).  The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions Sel'skokhozyaistvennaya Biologiya, 51(4),  467",herman.vanroermund,,4,,31092,3109213,"African swine fever virus",strain,,"Volgograd-Kalach 2012",,"Pig (Sus scrofa domesticus) ",,-1,"Canned meat",,"canned stew meat",23.5,,,,"Haemadsorption assay (HAT test) ",Virus,0,no,,,,"Many products tested, clearly written. Study period was 60 days.","Temperature was between 22-25 C, so 23.5 C was chosen.
Products were inoculated / spiked; not from infection experiments."
31092," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov (2016).  The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions Sel'skokhozyaistvennaya Biologiya, 51(4),  467",herman.vanroermund,,4,,31092,3109213,"African swine fever virus",strain,,"Volgograd-Kalach 2012",,"Pig (Sus scrofa domesticus) ",,-1,"Canned meat",,"canned stew meat",23.5,,,,"Real-Time PCR (qualitative or quantitative)","Nucleic acid",0,no,,,,"Many products tested, clearly written. Study period was 60 days.","Temperature was between 22-25 C, so 23.5 C was chosen.
Products were inoculated / spiked; not from infection experiments."
31092," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov (2016).  The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions Sel'skokhozyaistvennaya Biologiya, 51(4),  467",herman.vanroermund,,4,,31092,3109214,"African swine fever virus",strain,,"Volgograd-Kalach 2012",,"Pig (Sus scrofa domesticus) ",,14,"Canned meat",,"canned stew meat",5,,,,"Haemadsorption assay (HAT test) ",Virus,0,no,,,,"Many products tested, clearly written. Study period was 60 days.","Temperature was between 4-6 C, so 5 C was chosen.
Products were inoculated / spiked; not from infection experiments."
31092," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov (2016).  The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions Sel'skokhozyaistvennaya Biologiya, 51(4),  467",herman.vanroermund,,4,,31092,3109214,"African swine fever virus",strain,,"Volgograd-Kalach 2012",,"Pig (Sus scrofa domesticus) ",,14,"Canned meat",,"canned stew meat",5,,,,"Real-Time PCR (qualitative or quantitative)","Nucleic acid",0,no,,,,"Many products tested, clearly written. Study period was 60 days.","Temperature was between 4-6 C, so 5 C was chosen.
Products were inoculated / spiked; not from infection experiments."
31092," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov (2016).  The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions Sel'skokhozyaistvennaya Biologiya, 51(4),  467",herman.vanroermund,,4,,31092,3109215,"African swine fever virus",strain,,"Volgograd-Kalach 2012",,"Pig (Sus scrofa domesticus) ",,-1,"Canned meat",,"canned stew meat",-18,,,,"Haemadsorption assay (HAT test) ",Virus,60,yes,,,,"Many products tested, clearly written. Study period was 60 days.","Temperature was between -16 and -20 C, so -18 C was chosen.
Products were inoculated / spiked; not from infection experiments."
31092," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov (2016).  The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions Sel'skokhozyaistvennaya Biologiya, 51(4),  467",herman.vanroermund,,4,,31092,3109215,"African swine fever virus",strain,,"Volgograd-Kalach 2012",,"Pig (Sus scrofa domesticus) ",,-1,"Canned meat",,"canned stew meat",-18,,,,"Real-Time PCR (qualitative or quantitative)","Nucleic acid",60,yes,,,,"Many products tested, clearly written. Study period was 60 days.","Temperature was between -16 and -20 C, so -18 C was chosen.
Products were inoculated / spiked; not from infection experiments."
31092," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov (2016).  The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions Sel'skokhozyaistvennaya Biologiya, 51(4),  467",herman.vanroermund,,4,,31092,3109216,"African swine fever virus",strain,,"Volgograd-Kalach 2012",,"Pig (Sus scrofa domesticus) ",,20,"FEED (Animal feed)",,,23.5,,60,,"Haemadsorption assay (HAT test) ",Virus,5,no,,,,"Many products tested, clearly written. Study period was 60 days.","Temperature was between 22-25 C, so 23.5 C was chosen.
Humidity was 50-70%, so 60% was chosen.
Products were inoculated / spiked; not from infection experiments."
31092," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov (2016).  The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions Sel'skokhozyaistvennaya Biologiya, 51(4),  467",herman.vanroermund,,4,,31092,3109216,"African swine fever virus",strain,,"Volgograd-Kalach 2012",,"Pig (Sus scrofa domesticus) ",,20,"FEED (Animal feed)",,,23.5,,60,,"Real-Time PCR (qualitative or quantitative)","Nucleic acid",-1,yes,,,,"Many products tested, clearly written. Study period was 60 days.","Temperature was between 22-25 C, so 23.5 C was chosen.
Humidity was 50-70%, so 60% was chosen.
Products were inoculated / spiked; not from infection experiments.
Not detected from day 40; testing started on day 40."
31092," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov (2016).  The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions Sel'skokhozyaistvennaya Biologiya, 51(4),  467",herman.vanroermund,,4,,31092,3109217,"African swine fever virus",strain,,"Volgograd-Kalach 2012",,"Pig (Sus scrofa domesticus) ",,20,"FEED (Animal feed)",,,5,,60,,"Haemadsorption assay (HAT test) ",Virus,30,no,,,,"Many products tested, clearly written. Study period was 60 days.","Temperature was between 4-6 C, so 5 C was chosen.
Humidity was 50-70%, so 60% was chosen.
Products were inoculated / spiked; not from infection experiments."
31092," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov (2016).  The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions Sel'skokhozyaistvennaya Biologiya, 51(4),  467",herman.vanroermund,,4,,31092,3109217,"African swine fever virus",strain,,"Volgograd-Kalach 2012",,"Pig (Sus scrofa domesticus) ",,20,"FEED (Animal feed)",,,5,,60,,"Real-Time PCR (qualitative or quantitative)","Nucleic acid",60,yes,,,,"Many products tested, clearly written. Study period was 60 days.","Temperature was between 4-6 C, so 5 C was chosen.
Humidity was 50-70%, so 60% was chosen.
Products were inoculated / spiked; not from infection experiments."
31092," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov (2016).  The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions Sel'skokhozyaistvennaya Biologiya, 51(4),  467",herman.vanroermund,,4,,31092,3109218,"African swine fever virus",strain,,"Volgograd-Kalach 2012",,"Pig (Sus scrofa domesticus) ",,-1,"FEED (Animal feed)",,,-18,,,,"Haemadsorption assay (HAT test) ",Virus,60,yes,,,,"Many products tested, clearly written. Study period was 60 days.","Temperature was between -16 and -20 C, so -18 C was chosen.
Humidity was 50-70%, so 60% was chosen.
Products were inoculated / spiked; not from infection experiments."
31092," I.P. Sindryakova, Yu.P. Morgunov, A.Yu. Chichikin, I.Kh. Gazaev, D.A. Kudryashov, S.Zh. Tsybanov (2016).  The influence of temperature on the Russian isolate of African swine fever virus in pork products and feed with extrapolation to natural conditions Sel'skokhozyaistvennaya Biologiya, 51(4),  467",herman.vanroermund,,4,,31092,3109218,"African swine fever virus",strain,,"Volgograd-Kalach 2012",,"Pig (Sus scrofa domesticus) ",,-1,"FEED (Animal feed)",,,-18,,,,"Real-Time PCR (qualitative or quantitative)","Nucleic acid",60,yes,,,,"Many products tested, clearly written. Study period was 60 days.","Temperature was between -16 and -20 C, so -18 C was chosen.
Humidity was 50-70%, so 60% was chosen.
Products were inoculated / spiked; not from infection experiments."
