"Refid","Bibliography","User","Ris Code","Level","test_k","sampCountry
Country where study was performed","sampY
Year the study was conducted
(-1 if not reported)","agent *
Causative agent of the disease","agentSubtypeType
What type of further detailed information is given regarding the agent. Select here, and type below. Give the highest subtype information available - for instance serotype if available, instead of strain. ","agentSubtypeType
What type of further detailed information is given regarding the agent. Select here, and type below. Give the highest subtype information available - for instance serotype if available, instead of strain. _comment","agentDetails
The further information given regarding the sutype type given above. ","studyID *
Unique ID to link all observations from the same study, experiment, or time point evaluations.","studyTargetSpecies *
Species used in study","studyTargetSpecies *
Species used in study_comment","ageMonths
Age of animals in months
(-1 if not reported)","sampUnit *
Type of unit sampled in the study and reported in sampUnitSize","sampUnit *
Type of unit sampled in the study and reported in sampUnitSize_comment","sampUnitSize *
Number of units in the group (the number of units listed above (e.g. herds))","Animal status","Animal status_comment","testsubstance
select the vaccine used","testsubstance
select the vaccine used_comment","Type of vaccine","Type of vaccine_comment","route
Method of application or treatment regime or administration method of vaccine","route
Method of application or treatment regime or administration method of vaccine_comment","Day dose 1
The day, from the start of the experiment (day 0), when the first vaccine dose was given.","Vaccine dose 1
Dose of vaccine given for the first time (dose 1).","Day dose 2
The day, from the start of the experiment (day 0), when the second vaccine dose was given. Leave empty if not second dose was administered.","Vaccine Dose 2
Dose of vaccine given for the second time (dose 2). Leave empty if no second dose was administered.","Day dose 3
IF a third dose was given, enter the number of days since the start of the experiment (day 0), when it was administered. Leave empty otherwise","Vaccine Dose 3
IF a third dose was given (dose 3), enter the dose of vaccine given. Leave empty if no third dose was administered.","Challenge type","route
Method of application of the challenge","route
Method of application of the challenge_comment","Challenge substance","Challenge dose
Plese describe (free-text) the dosage information given","Challenge day
From the beginning of the experiment","deadUnits
Number of dead animals ","mortalityTime minimum
If provided in the paper, please report the time between application of the treatment and first recorded mortality. Use this question for the numerical value and the next for the unit.","mortalityTimeUnits_min
The units for the first reported time to mortality.","mortalityTime maximum
If provided in the paper, please report the time between application of the treatment and last recorded mortality. Use this question for the numerical value and the next for the unit.","mortalityTimeUnits_max
The units for the last reported time to mortality.","efficacy
1-RR. Report as given in the paper.
If not reported, leave it empty.","coverage
Coverage in %","Direct vaccine costs
Decsribe DIRECT vaccine costs, if given. ","Indirect vaccine costs
Decsribe any indirect vaccine costs reported in the paper, for instance loss of productivity, food conversion, etc.","Withdrawal period (in days)
Minimum number of days since last vaccine dose before animals can be sent to slaughter.
 ","vaccine storage
Does the vaccine need to be kept cold or in any other specific conditions? please report any details about logistical constraints given in the paper.","TIME POINT
Indicate time point in days from the start of the study to which the reported parameters below correspond","STAGE of experiment
At which step of the experiment do the information to be reported relate to.","LAB TEST *
Laboratory test used to detect agent, antibdies, or antigens associated with the disease","LAB TEST details
Description of laboratory method (where relevant include method of calculation of cut-offs)","Target of laboratory test","Target of laboratory test_comment","Tissue sampled for testing
(Note: as part-nature = the tissue has not been processed)","Tissue sampled for testing
(Note: as part-nature = the tissue has not been processed)_comment","Number of samples tested","Number of samples positive","testValue
The reported value for the test, for instance titers of SNT, IP for ELISA test, CQ/CT for a PCR, or a clinical score. GROUP AVERAGE, for the POSITIVE animals only.","UNITS
the units for the value reported to the left.","UNITS
the units for the value reported to the left._comment","Scale MIN
If a scale is needed in order to understand the test value (for instance the maximum score in a clinical score scale), then report the minimum here","Scale MAX
If a scale is needed in order to understand the test value (for instance the maximum score in a clinical score scale), then report the maximum here","QUALITY check If you have noted any significant weakness in the study design, or details worth of note which could not be captured in the current form, please enter comments here. All papers with comments in this section will be reviewed by a second reviewer. "
50305,"Rauw, F., Ngabirano, E., Gardin, Y., Palya, V., Lambrecht, B. (2020).  Effectiveness of a simultaneous rHVT-F(ND) and rHVT-H5(AI) vaccination of day-old chickens and the influence of NDV-and AIV-specific MDA on immune response and conferred protection Vaccines, 8(3),  1",seungeun.han,,4,,Belgium,2020,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Chicken/1709-6/2008, H5N1 clade 2.2.1",24,"Chickens (Gallus)",,0.033,animal,,10,commercial,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify",oculo-nasal,,"10^6 EID50",70,10,-1,,-1,,,,,,,,72,"After challenge","Reverse-transcription PCR (RT-PCR)",,"Nucleic acid",,"Rectum-anal swab (as part-nature)",,9,8,5.15,"Other: specify","log10 EID50/ml",,,"Only protection % (survival 5) was given, min/max or mean mortality day were not provided. Animals in studyID 2, 5, 8, 11, 14, 17, 20, 23 were vaccinated with both AI vaccine and ND vaccine. Animals in studyID 7, 8, 9, 10, 11, 12, 13, 14, 15 were AIV specific MDA (-) at the vaccination. Animals in studyID 16, 17, 18, 19, 20, 21, 22, 23, 24 were AIV specific MDA (+) at the vaccination."
50305,"Rauw, F., Ngabirano, E., Gardin, Y., Palya, V., Lambrecht, B. (2020).  Effectiveness of a simultaneous rHVT-F(ND) and rHVT-H5(AI) vaccination of day-old chickens and the influence of NDV-and AIV-specific MDA on immune response and conferred protection Vaccines, 8(3),  1",seungeun.han,,4,,Belgium,2020,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Chicken/1709-6/2008, H5N1 clade 2.2.1",24,"Chickens (Gallus)",,0.033,animal,,10,commercial,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify",oculo-nasal,,"10^6 EID50",70,10,-1,,-1,,,,,,,,74,"After challenge","Reverse-transcription PCR (RT-PCR)",,"Nucleic acid",,"Rectum-anal swab (as part-nature)",,1,1,6.4,"Other: specify","log10 EID50/ml",,,"Only protection % (survival 5) was given, min/max or mean mortality day were not provided. Animals in studyID 2, 5, 8, 11, 14, 17, 20, 23 were vaccinated with both AI vaccine and ND vaccine. Animals in studyID 7, 8, 9, 10, 11, 12, 13, 14, 15 were AIV specific MDA (-) at the vaccination. Animals in studyID 16, 17, 18, 19, 20, 21, 22, 23, 24 were AIV specific MDA (+) at the vaccination."
50318,"Nassif, S., Zaki, F., Mourad, A., Fouad, E., Saad, A., Setta, A., Felföldi, B., Mató, T., Kiss, I., Palya, V. (2020).  Herpesvirus of turkey vectored avian influenza vaccine offers cross-protection against antigenically drifted H5Nx highly pathogenic avian influenza virus strains Avian Pathology, #volume#(#issue#),  547",seungeun.han,,4,,Egypt,2020,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/chicken/Egypt/173CAL/2017, H5N1 clade 2.2.1.2",1,"Chickens (Gallus)",,0.033,animal,,20,SPF,,"Other: specify","Vectormune AI rHVT-H5; cyropreserved cell-associated","Other (specify):","Live recombinant vector vaccine",SUBCUTANEOUS,,0,"commercial dose",,,,,"Challenged with the pathogen","OTHER: specify",intranasal,,"10^6 EID50",28,2,5,days,7,days,,,,,,,31,"After challenge","Reverse-transcription PCR (RT-PCR)","A Ct value of 35 was selected as the cut-off. Quantification of virus loads (titer) in the swabs was done relative to a standard curve.","Nucleic acid",,"Other (specify)","oropharyngeal swab",10,6,2.1,"Other: specify","log10 EID50/ml",,,
50318,"Nassif, S., Zaki, F., Mourad, A., Fouad, E., Saad, A., Setta, A., Felföldi, B., Mató, T., Kiss, I., Palya, V. (2020).  Herpesvirus of turkey vectored avian influenza vaccine offers cross-protection against antigenically drifted H5Nx highly pathogenic avian influenza virus strains Avian Pathology, #volume#(#issue#),  547",seungeun.han,,4,,Egypt,2020,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/chicken/Egypt/173CAL/2017, H5N1 clade 2.2.1.2",1,"Chickens (Gallus)",,0.033,animal,,20,SPF,,"Other: specify","Vectormune AI rHVT-H5; cyropreserved cell-associated","Other (specify):","Live recombinant vector vaccine",SUBCUTANEOUS,,0,"commercial dose",,,,,"Challenged with the pathogen","OTHER: specify",intranasal,,"10^6 EID50",28,2,5,days,7,days,,,,,,,35,"After challenge","Reverse-transcription PCR (RT-PCR)","A Ct value of 35 was selected as the cut-off. Quantification of virus loads (titer) in the swabs was done relative to a standard curve.","Nucleic acid",,"Other (specify)","oropharyngeal swab",10,4,1.1,"Other: specify","log10 EID50/ml",,,
50318,"Nassif, S., Zaki, F., Mourad, A., Fouad, E., Saad, A., Setta, A., Felföldi, B., Mató, T., Kiss, I., Palya, V. (2020).  Herpesvirus of turkey vectored avian influenza vaccine offers cross-protection against antigenically drifted H5Nx highly pathogenic avian influenza virus strains Avian Pathology, #volume#(#issue#),  547",seungeun.han,,4,,Egypt,2020,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/chicken/Egypt/173CAL/2017, H5N1 clade 2.2.1.2",1,"Chickens (Gallus)",,0.033,animal,,20,SPF,,"Other: specify","Vectormune AI rHVT-H5; cyropreserved cell-associated","Other (specify):","Live recombinant vector vaccine",SUBCUTANEOUS,,0,"commercial dose",,,,,"Challenged with the pathogen","OTHER: specify",intranasal,,"10^6 EID50",28,2,5,days,7,days,,,,,,,38,"After challenge","Reverse-transcription PCR (RT-PCR)","A Ct value of 35 was selected as the cut-off. Quantification of virus loads (titer) in the swabs was done relative to a standard curve.","Nucleic acid",,"Other (specify)","oropharyngeal swab",10,2,0.4,"Other: specify","log10 EID50/ml",,,
50318,"Nassif, S., Zaki, F., Mourad, A., Fouad, E., Saad, A., Setta, A., Felföldi, B., Mató, T., Kiss, I., Palya, V. (2020).  Herpesvirus of turkey vectored avian influenza vaccine offers cross-protection against antigenically drifted H5Nx highly pathogenic avian influenza virus strains Avian Pathology, #volume#(#issue#),  547",seungeun.han,,4,,Egypt,2020,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/chicken/Egypt/173CAL/2017, H5N1 clade 2.2.1.2",2,"Chickens (Gallus)",,0.033,animal,,20,SPF,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify",intranasal,,"10^6 EID50",28,20,2,days,4,days,,,,,,,31,"After challenge","Reverse-transcription PCR (RT-PCR)","A Ct value of 35 was selected as the cut-off. Quantification of virus loads (titer) in the swabs was done relative to a standard curve.","Nucleic acid",,"Other (specify)","oropharyngeal swab",10,10,5.9,"Other: specify","log10 EID50/ml",,,
50318,"Nassif, S., Zaki, F., Mourad, A., Fouad, E., Saad, A., Setta, A., Felföldi, B., Mató, T., Kiss, I., Palya, V. (2020).  Herpesvirus of turkey vectored avian influenza vaccine offers cross-protection against antigenically drifted H5Nx highly pathogenic avian influenza virus strains Avian Pathology, #volume#(#issue#),  547",seungeun.han,,4,,Egypt,2020,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/duck/Egypt/VG1099/2018, H5N2 clade 2.3.4.4",3,"Chickens (Gallus)",,0.033,animal,,20,SPF,,"Other: specify","Vectormune AI rHVT-H5; cyropreserved cell-associated","Other (specify):","Live recombinant vector vaccine",SUBCUTANEOUS,,0,"commercial dose",,,,,"Challenged with the pathogen","OTHER: specify",intranasal,,"10^6 EID50",28,2,9,days,10,days,,,,,,,31,"After challenge","Reverse-transcription PCR (RT-PCR)","A Ct value of 35 was selected as the cut-off. Quantification of virus loads (titer) in the swabs was done relative to a standard curve.","Nucleic acid",,"Other (specify)","oropharyngeal swab",10,7,2.52,"Other: specify","log10 EID50/ml",,,
50318,"Nassif, S., Zaki, F., Mourad, A., Fouad, E., Saad, A., Setta, A., Felföldi, B., Mató, T., Kiss, I., Palya, V. (2020).  Herpesvirus of turkey vectored avian influenza vaccine offers cross-protection against antigenically drifted H5Nx highly pathogenic avian influenza virus strains Avian Pathology, #volume#(#issue#),  547",seungeun.han,,4,,Egypt,2020,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/duck/Egypt/VG1099/2018, H5N2 clade 2.3.4.4",3,"Chickens (Gallus)",,0.033,animal,,20,SPF,,"Other: specify","Vectormune AI rHVT-H5; cyropreserved cell-associated","Other (specify):","Live recombinant vector vaccine",SUBCUTANEOUS,,0,"commercial dose",,,,,"Challenged with the pathogen","OTHER: specify",intranasal,,"10^6 EID50",28,2,9,days,10,days,,,,,,,35,"After challenge","Reverse-transcription PCR (RT-PCR)","A Ct value of 35 was selected as the cut-off. Quantification of virus loads (titer) in the swabs was done relative to a standard curve.","Nucleic acid",,"Other (specify)","oropharyngeal swab",10,4,0.96,"Other: specify","log10 EID50/ml",,,
50318,"Nassif, S., Zaki, F., Mourad, A., Fouad, E., Saad, A., Setta, A., Felföldi, B., Mató, T., Kiss, I., Palya, V. (2020).  Herpesvirus of turkey vectored avian influenza vaccine offers cross-protection against antigenically drifted H5Nx highly pathogenic avian influenza virus strains Avian Pathology, #volume#(#issue#),  547",seungeun.han,,4,,Egypt,2020,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/duck/Egypt/VG1099/2018, H5N2 clade 2.3.4.4",3,"Chickens (Gallus)",,0.033,animal,,20,SPF,,"Other: specify","Vectormune AI rHVT-H5; cyropreserved cell-associated","Other (specify):","Live recombinant vector vaccine",SUBCUTANEOUS,,0,"commercial dose",,,,,"Challenged with the pathogen","OTHER: specify",intranasal,,"10^6 EID50",28,2,9,days,10,days,,,,,,,38,"After challenge","Reverse-transcription PCR (RT-PCR)","A Ct value of 35 was selected as the cut-off. Quantification of virus loads (titer) in the swabs was done relative to a standard curve.","Nucleic acid",,"Other (specify)","oropharyngeal swab",10,2,0.4,"Other: specify","log10 EID50/ml",,,
50318,"Nassif, S., Zaki, F., Mourad, A., Fouad, E., Saad, A., Setta, A., Felföldi, B., Mató, T., Kiss, I., Palya, V. (2020).  Herpesvirus of turkey vectored avian influenza vaccine offers cross-protection against antigenically drifted H5Nx highly pathogenic avian influenza virus strains Avian Pathology, #volume#(#issue#),  547",seungeun.han,,4,,Egypt,2020,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/duck/Egypt/VG1099/2018, H5N2 clade 2.3.4.4",4,"Chickens (Gallus)",,0.033,animal,,20,SPF,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify",intranasal,,"10^6 EID50",28,20,3,days,4,days,,,,,,,31,"After challenge","Reverse-transcription PCR (RT-PCR)","A Ct value of 35 was selected as the cut-off. Quantification of virus loads (titer) in the swabs was done relative to a standard curve.","Nucleic acid",,"Other (specify)","oropharyngeal swab",10,10,5.8,"Other: specify","log10 EID50/ml",,,
50318,"Nassif, S., Zaki, F., Mourad, A., Fouad, E., Saad, A., Setta, A., Felföldi, B., Mató, T., Kiss, I., Palya, V. (2020).  Herpesvirus of turkey vectored avian influenza vaccine offers cross-protection against antigenically drifted H5Nx highly pathogenic avian influenza virus strains Avian Pathology, #volume#(#issue#),  547",seungeun.han,,4,,Egypt,2020,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/chicken/Egypt/FL6/2018, H5N8 clade 2.3.4.4",5,"Chickens (Gallus)",,0.033,animal,,20,SPF,,"Other: specify","Vectormune AI rHVT-H5; cyropreserved cell-associated","Other (specify):","Live recombinant vector vaccine",SUBCUTANEOUS,,0,"commercial dose",,,,,"Challenged with the pathogen","OTHER: specify",intranasal,,"10^6 EID50",28,4,5,days,8,days,,,,,,,31,"After challenge","Reverse-transcription PCR (RT-PCR)","A Ct value of 35 was selected as the cut-off. Quantification of virus loads (titer) in the swabs was done relative to a standard curve.","Nucleic acid",,"Other (specify)","oropharyngeal swab",10,8,2.99,"Other: specify","log10 EID50/ml",,,
50318,"Nassif, S., Zaki, F., Mourad, A., Fouad, E., Saad, A., Setta, A., Felföldi, B., Mató, T., Kiss, I., Palya, V. (2020).  Herpesvirus of turkey vectored avian influenza vaccine offers cross-protection against antigenically drifted H5Nx highly pathogenic avian influenza virus strains Avian Pathology, #volume#(#issue#),  547",seungeun.han,,4,,Egypt,2020,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/chicken/Egypt/FL6/2018, H5N8 clade 2.3.4.4",5,"Chickens (Gallus)",,0.033,animal,,20,SPF,,"Other: specify","Vectormune AI rHVT-H5; cyropreserved cell-associated","Other (specify):","Live recombinant vector vaccine",SUBCUTANEOUS,,0,"commercial dose",,,,,"Challenged with the pathogen","OTHER: specify",intranasal,,"10^6 EID50",28,4,5,days,8,days,,,,,,,35,"After challenge","Reverse-transcription PCR (RT-PCR)","A Ct value of 35 was selected as the cut-off. Quantification of virus loads (titer) in the swabs was done relative to a standard curve.","Nucleic acid",,"Other (specify)","oropharyngeal swab",10,4,1.04,"Other: specify","log10 EID50/ml",,,
50318,"Nassif, S., Zaki, F., Mourad, A., Fouad, E., Saad, A., Setta, A., Felföldi, B., Mató, T., Kiss, I., Palya, V. (2020).  Herpesvirus of turkey vectored avian influenza vaccine offers cross-protection against antigenically drifted H5Nx highly pathogenic avian influenza virus strains Avian Pathology, #volume#(#issue#),  547",seungeun.han,,4,,Egypt,2020,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/chicken/Egypt/FL6/2018, H5N8 clade 2.3.4.4",5,"Chickens (Gallus)",,0.033,animal,,20,SPF,,"Other: specify","Vectormune AI rHVT-H5; cyropreserved cell-associated","Other (specify):","Live recombinant vector vaccine",SUBCUTANEOUS,,0,"commercial dose",,,,,"Challenged with the pathogen","OTHER: specify",intranasal,,"10^6 EID50",28,4,5,days,8,days,,,,,,,38,"After challenge","Reverse-transcription PCR (RT-PCR)","A Ct value of 35 was selected as the cut-off. Quantification of virus loads (titer) in the swabs was done relative to a standard curve.","Nucleic acid",,"Other (specify)","oropharyngeal swab",10,3,0.65,"Other: specify","log10 EID50/ml",,,
50318,"Nassif, S., Zaki, F., Mourad, A., Fouad, E., Saad, A., Setta, A., Felföldi, B., Mató, T., Kiss, I., Palya, V. (2020).  Herpesvirus of turkey vectored avian influenza vaccine offers cross-protection against antigenically drifted H5Nx highly pathogenic avian influenza virus strains Avian Pathology, #volume#(#issue#),  547",seungeun.han,,4,,Egypt,2020,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/chicken/Egypt/FL6/2018, H5N8 clade 2.3.4.4",6,"Chickens (Gallus)",,0.033,animal,,20,SPF,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify",intranasal,,"10^6 EID50",28,20,2,days,3,days,,,,,,,31,"After challenge","Reverse-transcription PCR (RT-PCR)","A Ct value of 35 was selected as the cut-off. Quantification of virus loads (titer) in the swabs was done relative to a standard curve.","Nucleic acid",,"Other (specify)","oropharyngeal swab",10,10,5.8,"Other: specify","log10 EID50/ml",,,
50324,"Said, M., Soliman, M.A., Mousa, S., Arafa, A., Hussein, H.A., Amarin, N., Mundt, E. (2019).  Efficacy of bivalent inactivated vaccine containing insect cell-expressed avian influenza H5 and egg-based newcastle disease virus (NDV) against dual infection with highly pathogenic H5N1 and Velogenic NDV in Chickens Avian Diseases, 63(3),  474",seungeun.han,,4,,Egypt,2019,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/chicken/Egypt/1575s/2015, H5N1 clade 2.2.1.2",1,"Chickens (Gallus)",,0.33,animal,,10,commercial,,"Volvac B.E.S.T AI+ND",,"Other (specify):",Inactivated,SUBCUTANEOUS,,0,"256 HA units of 0.5ml dose",,,,,"Challenged with the pathogen","OTHER: specify",Intranasal,,"10^6 EID50",21,0,,,,,,,,,,,24,"After challenge","Reverse-transcription PCR (RT-PCR)","Cut-off Ct value of 40, then the results were experessed as the number of PCR copies/ml","Nucleic acid",,"Other (specify)","tracheal swab",10,3,4.7,"Other: specify","log10 PCR copies",,,"There are 2 more study groups where animals were first challenged with HPAI and then challenged again with ND 3 days later or vice versa.  Data were not collected from those groups."
50324,"Said, M., Soliman, M.A., Mousa, S., Arafa, A., Hussein, H.A., Amarin, N., Mundt, E. (2019).  Efficacy of bivalent inactivated vaccine containing insect cell-expressed avian influenza H5 and egg-based newcastle disease virus (NDV) against dual infection with highly pathogenic H5N1 and Velogenic NDV in Chickens Avian Diseases, 63(3),  474",seungeun.han,,4,,Egypt,2019,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/chicken/Egypt/1575s/2015, H5N1 clade 2.2.1.2",1,"Chickens (Gallus)",,0.33,animal,,10,commercial,,"Volvac B.E.S.T AI+ND",,"Other (specify):",Inactivated,SUBCUTANEOUS,,0,"256 HA units of 0.5ml dose",,,,,"Challenged with the pathogen","OTHER: specify",Intranasal,,"10^6 EID50",21,0,,,,,,,,,,,26,"After challenge","Reverse-transcription PCR (RT-PCR)","Cut-off Ct value of 40, then the results were experessed as the number of PCR copies/ml","Nucleic acid",,"Other (specify)","tracheal swab",10,3,3.9,"Other: specify","log10 PCR copies",,,"There are 2 more study groups where animals were first challenged with HPAI and then challenged again with ND 3 days later or vice versa.  Data were not collected from those groups."
50324,"Said, M., Soliman, M.A., Mousa, S., Arafa, A., Hussein, H.A., Amarin, N., Mundt, E. (2019).  Efficacy of bivalent inactivated vaccine containing insect cell-expressed avian influenza H5 and egg-based newcastle disease virus (NDV) against dual infection with highly pathogenic H5N1 and Velogenic NDV in Chickens Avian Diseases, 63(3),  474",seungeun.han,,4,,Egypt,2019,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/chicken/Egypt/1575s/2015, H5N1 clade 2.2.1.2",1,"Chickens (Gallus)",,0.33,animal,,10,commercial,,"Volvac B.E.S.T AI+ND",,"Other (specify):",Inactivated,SUBCUTANEOUS,,0,"256 HA units of 0.5ml dose",,,,,"Challenged with the pathogen","OTHER: specify",Intranasal,,"10^6 EID50",21,0,,,,,,,,,,,28,"After challenge","Haemagglutination inhibition test (HIT)","Against the vaccine homologous antigen",Antibody,,"Blood serum (as part-nature)",,10,10,7.6,"Other: specify","log2 titer",,,"There are 2 more study groups where animals were first challenged with HPAI and then challenged again with ND 3 days later or vice versa.  Data were not collected from those groups."
50324,"Said, M., Soliman, M.A., Mousa, S., Arafa, A., Hussein, H.A., Amarin, N., Mundt, E. (2019).  Efficacy of bivalent inactivated vaccine containing insect cell-expressed avian influenza H5 and egg-based newcastle disease virus (NDV) against dual infection with highly pathogenic H5N1 and Velogenic NDV in Chickens Avian Diseases, 63(3),  474",seungeun.han,,4,,Egypt,2019,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/chicken/Egypt/1575s/2015, H5N1 clade 2.2.1.2",1,"Chickens (Gallus)",,0.33,animal,,10,commercial,,"Volvac B.E.S.T AI+ND",,"Other (specify):",Inactivated,SUBCUTANEOUS,,0,"256 HA units of 0.5ml dose",,,,,"Challenged with the pathogen","OTHER: specify",Intranasal,,"10^6 EID50",21,0,,,,,,,,,,,35,"After challenge","Haemagglutination inhibition test (HIT)","Against the vaccine homologous antigen",Antibody,,"Blood serum (as part-nature)",,10,10,9.3,"Other: specify","log2 titer",,,"There are 2 more study groups where animals were first challenged with HPAI and then challenged again with ND 3 days later or vice versa.  Data were not collected from those groups."
50324,"Said, M., Soliman, M.A., Mousa, S., Arafa, A., Hussein, H.A., Amarin, N., Mundt, E. (2019).  Efficacy of bivalent inactivated vaccine containing insect cell-expressed avian influenza H5 and egg-based newcastle disease virus (NDV) against dual infection with highly pathogenic H5N1 and Velogenic NDV in Chickens Avian Diseases, 63(3),  474",seungeun.han,,4,,Egypt,2019,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/chicken/Egypt/1575s/2015, H5N1 clade 2.2.1.2",1,"Chickens (Gallus)",,0.33,animal,,10,commercial,,"Volvac B.E.S.T AI+ND",,"Other (specify):",Inactivated,SUBCUTANEOUS,,0,"256 HA units of 0.5ml dose",,,,,"Challenged with the pathogen","OTHER: specify",Intranasal,,"10^6 EID50",21,0,,,,,,,,,,,28,"After challenge","Haemagglutination inhibition test (HIT)","Against the challenge strain antigen",Antibody,,"Blood serum (as part-nature)",,10,10,5,"Other: specify","log2 titer",,,"There are 2 more study groups where animals were first challenged with HPAI and then challenged again with ND 3 days later or vice versa.  Data were not collected from those groups."
50324,"Said, M., Soliman, M.A., Mousa, S., Arafa, A., Hussein, H.A., Amarin, N., Mundt, E. (2019).  Efficacy of bivalent inactivated vaccine containing insect cell-expressed avian influenza H5 and egg-based newcastle disease virus (NDV) against dual infection with highly pathogenic H5N1 and Velogenic NDV in Chickens Avian Diseases, 63(3),  474",seungeun.han,,4,,Egypt,2019,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/chicken/Egypt/1575s/2015, H5N1 clade 2.2.1.2",1,"Chickens (Gallus)",,0.33,animal,,10,commercial,,"Volvac B.E.S.T AI+ND",,"Other (specify):",Inactivated,SUBCUTANEOUS,,0,"256 HA units of 0.5ml dose",,,,,"Challenged with the pathogen","OTHER: specify",Intranasal,,"10^6 EID50",21,0,,,,,,,,,,,35,"After challenge","Haemagglutination inhibition test (HIT)","Against the challenge strain antigen",Antibody,,"Blood serum (as part-nature)",,10,10,5,"Other: specify","log2 titer",,,"There are 2 more study groups where animals were first challenged with HPAI and then challenged again with ND 3 days later or vice versa.  Data were not collected from those groups."
50324,"Said, M., Soliman, M.A., Mousa, S., Arafa, A., Hussein, H.A., Amarin, N., Mundt, E. (2019).  Efficacy of bivalent inactivated vaccine containing insect cell-expressed avian influenza H5 and egg-based newcastle disease virus (NDV) against dual infection with highly pathogenic H5N1 and Velogenic NDV in Chickens Avian Diseases, 63(3),  474",seungeun.han,,4,,Egypt,2019,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/chicken/Egypt/1575s/2015, H5N1 clade 2.2.1.2",2,"Chickens (Gallus)",,0.33,animal,,10,commercial,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify",Intranasal,,"10^6 EID50",21,10,1,days,3,days,,,,,,,24,"After challenge","Reverse-transcription PCR (RT-PCR)","Cut-off Ct value of 40, then the results were experessed as the number of PCR copies/ml","Nucleic acid",,"Other (specify)","tracheal swab",10,10,6.5,"Other: specify","log10 PCR copies",,,"There are 2 more study groups where animals were first challenged with HPAI and then challenged again with ND 3 days later or vice versa.  Data were not collected from those groups."
