"Refid","Bibliography","User","Ris Code","Level","DE_DACRAH_OB4_Covetlab_k","studyID
Unique ID to link all observations from the same study or experiment","studyIDNumerical","sampCountry
Country where study was performed","sampY
Year the study was conducted
(-1 if not reported)","agent
Causative agent of vector borne diseases","agentSubtype
DACRAH1 - no need to answer","agentSubtypeTypeWhat type of further detailed information is given regarding the agent.Select here, and type below.","agentSubtypeTypeWhat type of further detailed information is given regarding the agent.Select here, and type below._comment","agentDetails
The further information given regarding the sutype type given above. ","studyTargetHOST
Species target of the study. If not mentioned (for instance vector studies not mentioning any particular host species), then please leave it as ""NOT HOST SPECIFIC""","studyTargetHOST
Species target of the study. If not mentioned (for instance vector studies not mentioning any particular host species), then please leave it as ""NOT HOST SPECIFIC""_comment","studyTargetVector
Please select the specific vector.","sampUnit
Type of unit sampled in the study and reported in sampUnitSize
 ","sampUnit
Type of unit sampled in the study and reported in sampUnitSize
 _comment","sampUnitSize
Number of units in the group (the number of units listed above (e.g. herds))
(-1 if not reported, -2 if not relevant)","route
Method of application or treatment regime or administration method of vaccine","route
Method of application or treatment regime or administration method of vaccine_comment","intervention
Intervention or treatment","intervention
Intervention or treatment_comment","testsubstance
Insecticide or pharmaceutical substance","testsubstance2
Insecticide or pharmaceutical substance","test substance CATEGORICAL","test substance2 CATEGORICAL","formulation %
The concentration given for the preparation, if given (p.e. 5%)","formulation2 %
The concentration given for the preparation, if given (p.e. 5%)","dose
quantity of vaccine/insecticide/pharmaceutical given - value reported in the study","dose2
quantity of vaccine/insecticide/pharmaceutical given - value reported in the study","doseUnits
Units of measurement for the reported parameter value","doseUnits
Units of measurement for the reported parameter value_comment","doseUnits2
Units of measurement for the reported parameter value","doseUnits2
Units of measurement for the reported parameter value_comment","dosageFreq
Dosage frequency: number of doses (=how many times is the dose aministred?)","dosageFreq2
Dosage frequency: number of doses (=how many times is the dose aministred?)","dosageInterval
Dosage - interval at which the dose is given (days) (how many days are in between the administration of 2 doses)","dosageInterval2
Dosage - interval at which the dose is given (days) (how many days are in between the administration of 2 doses)","Exposure time","Exposure time units","SubstanceDoseComments
Add any other comments about dosage and the test substance.
Please try as much as possible to enter some quantitiative data
in the fields above (for instance the most frequent dosage regimen,
or the start regimen), and then add any additional details here.
Please also try to leave the testSubstance name as clean as possible","sampledMatrix
Tissue sampled for testing","sampledMatrix
Tissue sampled for testing_comment","anMethCode
Laboratory test used to analyse for virus, antibodies or antigens associated with the VBD","anMethCode
Laboratory test used to analyse for virus, antibodies or antigens associated with the VBD_comment","anMethText
Description of laboratory method (where relevant include method of calculation of cut-offs)","anMatText
Target of laboratory test","anMatText
Target of laboratory test_comment","timePoint
Indicate time point in days from the start of the study to which the following parameters (dead, clinical and tested) correspond","dead (or mortality)
Number of dead vectors (if reported as percentage, please provide percentage -e.g. 20 for 20% - and change the units in the following question).","dead (or mortality) Units
Units of measurement of the reported dead/mortality","mortalityLCI
Lower confidence interval limit for mortality reported as percentage (use 20 for 20%, for example)","mortalityUCI
Upper confidence interval limit for mortality reported as percentage (use 20 for 20%, for example)","mortalityTime
If provided in the paper, please report the time between application of the treatment and recorded mortality. Use this question for the numerical value and the next for the unit.","mortalityTimeUnits
The units for the reported time to mortality.","efficacy
1-RR","LCI_EF
Lower Confidence interval limit - Efficacy","UCI_EF
Upper Confidence interval limit - Efficacy
 ","Outcome type","Number given
numerical part of the outcome","Units
 ","nTested
Number of samples tested","nNegative
Number of samples negative","nPositive
Number of samples positive","OUTCOMESOtherComments
Please give any details that could not be reported in the format above.
Please first make sure to report as many results as possible in a quantitative format above, and leave any additional comments here.","Study design STRENGTHSAdd notes on the strengths of the study design.","Study design WEAKNESSESAdd any notes on the study design weaknesses - lack of proper controls, lack of proper analyses methods, flaws in the way data were reported, etc. What is the impact of these flaws on the use of the data collected?"
9382," Marimuthu Govindarajan, Rajamohan Sivakumar (2014).  Ovicidal, larvicidal and adulticidal properties of Asparagus racemosus (Willd.) (Family: Asparagaceae) root extracts against filariasis (Culex quinquefasciatus), dengue (Aedes aegypti) and malaria (Anopheles stephensi) vector mosquitoes (Diptera: Culicidae) Parasitology Research, 113(#issue#),  1435-1449",Fernanda.dorea,,4,,4,4,India,2013,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"animal / individual",,6,"Vector directly exposed",,"Insecticide treatment",,"Asparagus racemosus root extract in methanol",,"OTHERS - plant (non-oil)",,,,214.65,,"ppm (parts per million)",,,,1,,,,24,hours,,,,"Not applicable",,"adult mortality, Culex quinquefasciatus",,,,90,percentage,,,24,hours,,,,,,,,,,,,
9382," Marimuthu Govindarajan, Rajamohan Sivakumar (2014).  Ovicidal, larvicidal and adulticidal properties of Asparagus racemosus (Willd.) (Family: Asparagaceae) root extracts against filariasis (Culex quinquefasciatus), dengue (Aedes aegypti) and malaria (Anopheles stephensi) vector mosquitoes (Diptera: Culicidae) Parasitology Research, 113(#issue#),  1435-1449",Fernanda.dorea,,4,,1,1,India,2013,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"animal / individual",,6,"Vector directly exposed",,"Insecticide treatment",,"Asparagus racemosus root extract in methanol",,"OTHERS - plant (non-oil)",,,,210.96,,"ppm (parts per million)",,,,1,,,,24,hours,,,,"Not applicable",,"larval mortality, Culex quinquefasciatus",,,3,90,percentage,,,48,hours,,,,,,,,,,"inverse of hatchability",,
9382," Marimuthu Govindarajan, Rajamohan Sivakumar (2014).  Ovicidal, larvicidal and adulticidal properties of Asparagus racemosus (Willd.) (Family: Asparagaceae) root extracts against filariasis (Culex quinquefasciatus), dengue (Aedes aegypti) and malaria (Anopheles stephensi) vector mosquitoes (Diptera: Culicidae) Parasitology Research, 113(#issue#),  1435-1449",Fernanda.dorea,,4,,2,2,India,2013,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"animal / individual",,6,"Vector directly exposed",,"Insecticide treatment",,"Asparagus racemosus root extract in methanol",,"OTHERS - plant (non-oil)",,,,97.71,,"ppm (parts per million)",,,,1,,,,24,hours,,,,"Not applicable",,"larval mortality, Aedes aegypti",,,3,50,percentage,,,48,hours,,,,,,,,,,"inverse of hatchability",,
9382," Marimuthu Govindarajan, Rajamohan Sivakumar (2014).  Ovicidal, larvicidal and adulticidal properties of Asparagus racemosus (Willd.) (Family: Asparagaceae) root extracts against filariasis (Culex quinquefasciatus), dengue (Aedes aegypti) and malaria (Anopheles stephensi) vector mosquitoes (Diptera: Culicidae) Parasitology Research, 113(#issue#),  1435-1449",Fernanda.dorea,,4,,2,2,India,2013,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"animal / individual",,6,"Vector directly exposed",,"Insecticide treatment",,"Asparagus racemosus root extract in methanol",,"OTHERS - plant (non-oil)",,,,179.92,,"ppm (parts per million)",,,,1,,,,24,hours,,,,"Not applicable",,"larval mortality, Aedes aegypti",,,3,90,percentage,,,48,hours,,,,,,,,,,"inverse of hatchability",,
9382," Marimuthu Govindarajan, Rajamohan Sivakumar (2014).  Ovicidal, larvicidal and adulticidal properties of Asparagus racemosus (Willd.) (Family: Asparagaceae) root extracts against filariasis (Culex quinquefasciatus), dengue (Aedes aegypti) and malaria (Anopheles stephensi) vector mosquitoes (Diptera: Culicidae) Parasitology Research, 113(#issue#),  1435-1449",Fernanda.dorea,,4,,3,3,India,2013,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"animal / individual",,6,"Vector directly exposed",,"Insecticide treatment",,"Asparagus racemosus root extract in methanol",,"OTHERS - plant (non-oil)",,,,90.97,,"ppm (parts per million)",,,,1,,,,24,hours,,,,"Not applicable",,"larval mortality, Anopheles stephensi",,,3,50,percentage,,,48,hours,,,,,,,,,,"inverse of hatchability",,
9382," Marimuthu Govindarajan, Rajamohan Sivakumar (2014).  Ovicidal, larvicidal and adulticidal properties of Asparagus racemosus (Willd.) (Family: Asparagaceae) root extracts against filariasis (Culex quinquefasciatus), dengue (Aedes aegypti) and malaria (Anopheles stephensi) vector mosquitoes (Diptera: Culicidae) Parasitology Research, 113(#issue#),  1435-1449",Fernanda.dorea,,4,,3,3,India,2013,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"animal / individual",,6,"Vector directly exposed",,"Insecticide treatment",,"Asparagus racemosus root extract in methanol",,"OTHERS - plant (non-oil)",,,,168.82,,"ppm (parts per million)",,,,1,,,,24,hours,,,,"Not applicable",,"larval mortality, Anopheles stephensi",,,3,90,percentage,,,48,hours,,,,,,,,,,"inverse of hatchability",,
9408," Marimuthu Govindarajan, Rajamohan Sivakumar (2014).  Larvicidal, ovicidal, and adulticidal efficacy of Erythrina indica (Lam.) (Family: Fabaceae) against Anopheles stephensi, Aedes aegypti, and Culex quinquefasciatus (Diptera: Culicidae) Parasitology Research, 113(#issue#),  777-791",tobias.lilja,,4,,,2,India,2013,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"animal / individual",,6,"Vector directly exposed","immersion of larvae 24h","Insecticide treatment",,"Erythrina indica extract in eethanol",,"OTHERS - plant (non-oil)",,,,60,,"ppm (parts per million)",,,,1,,,,24,hours,,,,"Not applicable",,,,,72,47,percentage,,,,,,,,,,,,,,,,
9408," Marimuthu Govindarajan, Rajamohan Sivakumar (2014).  Larvicidal, ovicidal, and adulticidal efficacy of Erythrina indica (Lam.) (Family: Fabaceae) against Anopheles stephensi, Aedes aegypti, and Culex quinquefasciatus (Diptera: Culicidae) Parasitology Research, 113(#issue#),  777-791",tobias.lilja,,4,,,2,India,2013,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"animal / individual",,6,"Vector directly exposed","immersion of larvae 24h","Insecticide treatment",,"Erythrina indica extract in ethanol",,"OTHERS - plant (non-oil)",,,,30,,"ppm (parts per million)",,,,1,,,,24,hours,,,,"Not applicable",,,,,72,26,percentage,,,,,,,,,,,,,,,,
9408," Marimuthu Govindarajan, Rajamohan Sivakumar (2014).  Larvicidal, ovicidal, and adulticidal efficacy of Erythrina indica (Lam.) (Family: Fabaceae) against Anopheles stephensi, Aedes aegypti, and Culex quinquefasciatus (Diptera: Culicidae) Parasitology Research, 113(#issue#),  777-791",tobias.lilja,,4,,,1,India,2013,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"animal / individual",,6,"Vector directly exposed","immersion of eggs 24h","Insecticide treatment",,"Erythrina indica extract in ethanol",,"OTHERS - plant (non-oil)",,,,100,,"ppm (parts per million)",,,,1,,,,24,hours,,,,"Not applicable",,,,,72,82.7,percentage,,,,,,,,,,,,,,,,
9408," Marimuthu Govindarajan, Rajamohan Sivakumar (2014).  Larvicidal, ovicidal, and adulticidal efficacy of Erythrina indica (Lam.) (Family: Fabaceae) against Anopheles stephensi, Aedes aegypti, and Culex quinquefasciatus (Diptera: Culicidae) Parasitology Research, 113(#issue#),  777-791",tobias.lilja,,4,,,1,India,2013,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"animal / individual",,6,"Vector directly exposed","immersion of eggs 24h","Insecticide treatment",,"Erythrina indica extract in ethanol",,"OTHERS - plant (non-oil)",,,,150,,"ppm (parts per million)",,,,1,,,,24,hours,,,,"Not applicable",,,,,72,100,percentage,,,,,,,,,,,,,,,,
9408," Marimuthu Govindarajan, Rajamohan Sivakumar (2014).  Larvicidal, ovicidal, and adulticidal efficacy of Erythrina indica (Lam.) (Family: Fabaceae) against Anopheles stephensi, Aedes aegypti, and Culex quinquefasciatus (Diptera: Culicidae) Parasitology Research, 113(#issue#),  777-791",tobias.lilja,,4,,,2,India,2013,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"animal / individual",,6,"Vector directly exposed","immersion of larvae 24h","Insecticide treatment",,"Erythrina indica extract in ethanol",,"OTHERS - plant (non-oil)",,,,90,,"ppm (parts per million)",,,,1,,,,24,hours,,,,"Not applicable",,,,,72,65,percentage,,,,,,,,,,,,,,,,
9408," Marimuthu Govindarajan, Rajamohan Sivakumar (2014).  Larvicidal, ovicidal, and adulticidal efficacy of Erythrina indica (Lam.) (Family: Fabaceae) against Anopheles stephensi, Aedes aegypti, and Culex quinquefasciatus (Diptera: Culicidae) Parasitology Research, 113(#issue#),  777-791",tobias.lilja,,4,,,2,India,2013,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"animal / individual",,6,"Vector directly exposed","immersion of larvae 24h","Insecticide treatment",,"Erythrina indica extract in ethanol",,"OTHERS - plant (non-oil)",,,,150,,"ppm (parts per million)",,,,1,,,,24,hours,,,,"Not applicable",,,,,72,99,percentage,,,,,,,,,,,,,,,,
9408," Marimuthu Govindarajan, Rajamohan Sivakumar (2014).  Larvicidal, ovicidal, and adulticidal efficacy of Erythrina indica (Lam.) (Family: Fabaceae) against Anopheles stephensi, Aedes aegypti, and Culex quinquefasciatus (Diptera: Culicidae) Parasitology Research, 113(#issue#),  777-791",tobias.lilja,,4,,,2,India,2013,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"animal / individual",,6,"Vector directly exposed","immersion of larvae 24h","Insecticide treatment",,"Erythrina indica extract in eethanol",,"OTHERS - plant (non-oil)",,,,120,,"ppm (parts per million)",,,,1,,,,24,hours,,,,"Not applicable",,,,,72,82,percentage,,,,,,,,,,,,,,,,
9408," Marimuthu Govindarajan, Rajamohan Sivakumar (2014).  Larvicidal, ovicidal, and adulticidal efficacy of Erythrina indica (Lam.) (Family: Fabaceae) against Anopheles stephensi, Aedes aegypti, and Culex quinquefasciatus (Diptera: Culicidae) Parasitology Research, 113(#issue#),  777-791",tobias.lilja,,4,,,1,India,2013,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"animal / individual",,6,"Vector directly exposed","immersion of eggs 24h","Insecticide treatment",,"Erythrina indica extract in ethanol",,"OTHERS - plant (non-oil)",,,,50,,"ppm (parts per million)",,,,1,,,,24,hours,,,,"Not applicable",,,,,72,61.9,percentage,,,,,,,,,,,,,,,,
9633," Kaliyan Veerakumar, Marimuthu Govindarajan, Mohan Rajeswary (2013).  Green synthesis of silver nanoparticles using Sida acuta (Malvaceae) leaf extract against Culex quinquefasciatus, Anopheles stephensi, and Aedes aegypti (Diptera: Culicidae) Parasitology Research, 112(#issue#),  4073-4085",thomas.rosendal,,4,,,2,India,2013,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"batch / replicate unit",,10,"Vector directly exposed",,"Insecticide treatment",,"aqueous extract of S. acuta Burm.f (Malvaceae)",,"OTHERS - plant (non-oil)",,,,10,,percentage,,,,1,,0,,,,,,,"Not applicable",,,,,1,47.2,percentage,48.6,45.8,1,days,0,0,,,,,10,0,0,,,
9633," Kaliyan Veerakumar, Marimuthu Govindarajan, Mohan Rajeswary (2013).  Green synthesis of silver nanoparticles using Sida acuta (Malvaceae) leaf extract against Culex quinquefasciatus, Anopheles stephensi, and Aedes aegypti (Diptera: Culicidae) Parasitology Research, 112(#issue#),  4073-4085",thomas.rosendal,,4,,,2,India,2013,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"batch / replicate unit",,10,"Vector directly exposed",,"Insecticide treatment",,"aqueous extract of S. acuta Burm.f (Malvaceae)",,"OTHERS - plant (non-oil)",,,,10,,percentage,,,,1,,0,,,,,,,"Not applicable",,,,,1,47.2,percentage,48.6,45.8,1,days,0,0,,,,,0,0,0,,,
9690," Filipe Dantas-Torres, Gioia Capelli, Alessio Giannelli, Rafael Antonio Nascimento Ramos, Riccardo Paolo Lia, Cinzia Cantacessi, Donato de Caprariis, Anna Sara De Tommasi, Maria Stefania Latrofa, Vita Lacasella, Viviana Domenica Tarallo, Giancarlo Di Paola, Barbara Qurollo, Edward Breitschwerdt, Dorothee Stanneck, Domenico Otranto (2013).  Efficacy of an imidacloprid/flumethrin collar against fleas, ticks and tick-borne pathogens in dogs Parasites & Vectors, 6(#issue#),  #Pages#",thomas.rosendal,,4,,1,1,Italy,2011,"Not applicable (vector study)",,,,,"Dog (Canis lupus familiaris)",,ticks,"animal / individual",,64,"External use - collar/ear tag",,"Insecticide treatment",,imidacloprid/flumethrin,,imidacloprid,OTHERS,10,4.5,,,,,,,1,,,,,,,,,"Not applicable",,,,,60,,"individuals (animals or vectors)",,,,,99.7,,,,,,,,,,,
9875," Marimuthu Govindarajan, Rajamohan Sivakumar, Mohan Rajeswary, Kaliyan Veerakumar (2013).  Mosquito larvicidal activity of thymol from essential oil of Coleus aromaticus Benth. against Culex tritaeniorhynchus, Aedes albopictus, and Anopheles subpictus (Diptera: Culicidae) Parasitology Research, 112(#issue#),  3713-3721",Fernanda.dorea,,4,,,2,India,,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,500,"Vector directly exposed",,"Insecticide treatment",,thymol,,OTHERS,,,,22.06,,mg/L,,,,1,,,,,,"tested at 10, 20, 30, 40, and 50 ?g/mL concentrations",Vector,,"Not applicable",,,,,1,50,percentage,,,,,,,,,,,,,,"LC50  (?g/mL)  22.06 (15.87–27.89)
LC90  (?g/mL) 40.06 (33.16–53.98)",,
9875," Marimuthu Govindarajan, Rajamohan Sivakumar, Mohan Rajeswary, Kaliyan Veerakumar (2013).  Mosquito larvicidal activity of thymol from essential oil of Coleus aromaticus Benth. against Culex tritaeniorhynchus, Aedes albopictus, and Anopheles subpictus (Diptera: Culicidae) Parasitology Research, 112(#issue#),  3713-3721",Fernanda.dorea,,4,,,4,India,,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,500,"Vector directly exposed",,"Insecticide treatment",,thymol,,OTHERS,,,,24.83,,mg/L,,,,1,,,,,,"tested at 10, 20, 30, 40, and 50 ?g/mL concentrations",Vector,,"Not applicable",,,,,1,50,percentage,,,,,,,,,,,,,,"LC50  (?g/mL)  24.83 (20.16–29.45)
LC90  (?g/mL) 44.28 (38.21–54.64)",,
9875," Marimuthu Govindarajan, Rajamohan Sivakumar, Mohan Rajeswary, Kaliyan Veerakumar (2013).  Mosquito larvicidal activity of thymol from essential oil of Coleus aromaticus Benth. against Culex tritaeniorhynchus, Aedes albopictus, and Anopheles subpictus (Diptera: Culicidae) Parasitology Research, 112(#issue#),  3713-3721",Fernanda.dorea,,4,,,6,India,,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,500,"Vector directly exposed",,"Insecticide treatment",,thymol,,OTHERS,,,,28.19,,mg/L,,,,1,,,,,,"tested at 10, 20, 30, 40, and 50 ?g/mL concentrations",Vector,,"Not applicable",,,,,1,50,percentage,,,,,,,,,,,,,,"LC50  (?g/mL)  28.19 (23.23–33.44)
LC90  (?g/mL) 49.59 (42.54–62.31)",,
9875," Marimuthu Govindarajan, Rajamohan Sivakumar, Mohan Rajeswary, Kaliyan Veerakumar (2013).  Mosquito larvicidal activity of thymol from essential oil of Coleus aromaticus Benth. against Culex tritaeniorhynchus, Aedes albopictus, and Anopheles subpictus (Diptera: Culicidae) Parasitology Research, 112(#issue#),  3713-3721",Fernanda.dorea,,4,,,5,India,,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,500,"Vector directly exposed",,"Insecticide treatment",,"essential oil from Coleus aromaticus",,"OTHER - oil combinations",,,,72.70,,mg/L,,,,,,,,,,"tested at
30, 60, 90, 120, and 150 ?g/mL concentrations",Vector,,"Not applicable",,,,,1,50,percentage,,,,,,,,,,,,,,"LC50  (?g/mL)  72.70 (44.42–99.92)
LC90  (?g/mL)  137.53 (107.87–220.70)",,
9875," Marimuthu Govindarajan, Rajamohan Sivakumar, Mohan Rajeswary, Kaliyan Veerakumar (2013).  Mosquito larvicidal activity of thymol from essential oil of Coleus aromaticus Benth. against Culex tritaeniorhynchus, Aedes albopictus, and Anopheles subpictus (Diptera: Culicidae) Parasitology Research, 112(#issue#),  3713-3721",Fernanda.dorea,,4,,,3,India,,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,500,"Vector directly exposed",,"Insecticide treatment",,"essential oil from Coleus aromaticus",,"OTHER - oil combinations",,,,67.98,,mg/L,,,,,,,,,,"tested at
30, 60, 90, 120, and 150 ?g/mL concentrations",Vector,,"Not applicable",,,,,1,50,percentage,,,,,,,,,,,,,,"LC50  (?g/mL)  67.98 (39.97–93.34)
LC90  (?g/mL) 131.09 (102.99–206.32)",,
9875," Marimuthu Govindarajan, Rajamohan Sivakumar, Mohan Rajeswary, Kaliyan Veerakumar (2013).  Mosquito larvicidal activity of thymol from essential oil of Coleus aromaticus Benth. against Culex tritaeniorhynchus, Aedes albopictus, and Anopheles subpictus (Diptera: Culicidae) Parasitology Research, 112(#issue#),  3713-3721",Fernanda.dorea,,4,,,1,India,,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,500,"Vector directly exposed",,"Insecticide treatment",,"essential oil from Coleus aromaticus",,"OTHER - oil combinations",,,,60.31,,mg/L,,,,,,,,,,"tested at
30, 60, 90, 120, and 150 ?g/mL concentrations",Vector,,"Not applicable",,,,,1,50,percentage,,,,,,,,,,,,,,"LC50  (?g/mL) 60.31 (31.64–84.41)
LC90  (?g/mL) 118.70 (92.49–188.33)",,
9875," Marimuthu Govindarajan, Rajamohan Sivakumar, Mohan Rajeswary, Kaliyan Veerakumar (2013).  Mosquito larvicidal activity of thymol from essential oil of Coleus aromaticus Benth. against Culex tritaeniorhynchus, Aedes albopictus, and Anopheles subpictus (Diptera: Culicidae) Parasitology Research, 112(#issue#),  3713-3721",ann.lindberg,,4,,,2,India,,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,500,"Vector directly exposed",,"Insecticide treatment",,thymol,,OTHERS,,,,40.06,,mg/L,,,,1,,,,,,"tested at 10, 20, 30, 40, and 50 ?g/mL concentrations",Vector,,"Not applicable",,,,,1,90,percentage,,,,,,,,,,,,,,"LC50  (?g/mL)  22.06 (15.87–27.89)
LC90  (?g/mL) 40.06 (33.16–53.98)",,
9875," Marimuthu Govindarajan, Rajamohan Sivakumar, Mohan Rajeswary, Kaliyan Veerakumar (2013).  Mosquito larvicidal activity of thymol from essential oil of Coleus aromaticus Benth. against Culex tritaeniorhynchus, Aedes albopictus, and Anopheles subpictus (Diptera: Culicidae) Parasitology Research, 112(#issue#),  3713-3721",ann.lindberg,,4,,,4,India,,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,500,"Vector directly exposed",,"Insecticide treatment",,thymol,,OTHERS,,,,44.28,,mg/L,,,,1,,,,,,"tested at 10, 20, 30, 40, and 50 ?g/mL concentrations",Vector,,"Not applicable",,,,,1,90,percentage,,,,,,,,,,,,,,"LC50  (?g/mL)  24.83 (20.16–29.45)
LC90  (?g/mL) 44.28 (38.21–54.64)",,
9875," Marimuthu Govindarajan, Rajamohan Sivakumar, Mohan Rajeswary, Kaliyan Veerakumar (2013).  Mosquito larvicidal activity of thymol from essential oil of Coleus aromaticus Benth. against Culex tritaeniorhynchus, Aedes albopictus, and Anopheles subpictus (Diptera: Culicidae) Parasitology Research, 112(#issue#),  3713-3721",ann.lindberg,,4,,,6,India,,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,500,"Vector directly exposed",,"Insecticide treatment",,thymol,,OTHERS,,,,49.59,,mg/L,,,,1,,,,,,"tested at 10, 20, 30, 40, and 50 ?g/mL concentrations",Vector,,"Not applicable",,,,,1,90,percentage,,,,,,,,,,,,,,"LC50  (?g/mL)  28.19 (23.23–33.44)
LC90  (?g/mL) 49.59 (42.54–62.31)",,
9875," Marimuthu Govindarajan, Rajamohan Sivakumar, Mohan Rajeswary, Kaliyan Veerakumar (2013).  Mosquito larvicidal activity of thymol from essential oil of Coleus aromaticus Benth. against Culex tritaeniorhynchus, Aedes albopictus, and Anopheles subpictus (Diptera: Culicidae) Parasitology Research, 112(#issue#),  3713-3721",ann.lindberg,,4,,,5,India,,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,500,"Vector directly exposed",,"Insecticide treatment",,"essential oil from Coleus aromaticus",,"OTHER - oil combinations",,,,137.53,,mg/L,,,,,,,,,,"tested at
30, 60, 90, 120, and 150 ?g/mL concentrations",Vector,,"Not applicable",,,,,1,90,percentage,,,,,,,,,,,,,,"LC50  (?g/mL)  72.70 (44.42–99.92)
LC90  (?g/mL)  137.53 (107.87–220.70)",,
9875," Marimuthu Govindarajan, Rajamohan Sivakumar, Mohan Rajeswary, Kaliyan Veerakumar (2013).  Mosquito larvicidal activity of thymol from essential oil of Coleus aromaticus Benth. against Culex tritaeniorhynchus, Aedes albopictus, and Anopheles subpictus (Diptera: Culicidae) Parasitology Research, 112(#issue#),  3713-3721",ann.lindberg,,4,,,3,India,,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,500,"Vector directly exposed",,"Insecticide treatment",,"essential oil from Coleus aromaticus",,"OTHER - oil combinations",,,,131.09,,mg/L,,,,,,,,,,"tested at
30, 60, 90, 120, and 150 ?g/mL concentrations",Vector,,"Not applicable",,,,,1,90,percentage,,,,,,,,,,,,,,"LC50  (?g/mL)  67.98 (39.97–93.34)
LC90  (?g/mL) 131.09 (102.99–206.32)",,
