"Refid","Bibliography","User","Ris Code","Level","DE_VBD_PREVALENCE_FINAL_k","studyID
Unique ID to link all observations from the same study or experiment","agent
Causative agent of vector borne diseases","agentSubtypeType","agentSubtypeType_comment","agentDetails
The further information given regarding the sutype type given above. ","sampCountry
Country where study was performed","sampCountry
Country where study was performed_comment","SampArea_text
Please provide the name of the sampled area.","Sampling context
reason for sampling, type of study, surveillance types","Sampling context
reason for sampling, type of study, surveillance types_comment","Reason for sampling
Free text to describe the reason for performing pathogen testing (e.g. serological survey, trade purposes), if not already clear from the study type","Disease situation / outbreak phase
Please report outbreak phase or any other information given regarding the disease situation in the area. ","sampY
Start year of study/outbreak
(-1 if not specified)","sampM
Start month of study/outbreak
(-1 if not specified)","duration
Duration of study/outbreak in months","analysisY
Year when the analysis was completed","studyTargetSpecies
Description of the sample. Where result relates to environmental samples this field can be left blank but sampledMatrix should be completed","studyTargetSpecies
Description of the sample. Where result relates to environmental samples this field can be left blank but sampledMatrix should be completed_comment","sampPoint
Point in the food chain, where the samples were taken","sampPoint
Point in the food chain, where the samples were taken_comment","sampStrategy
Strategy used to select sample units for laboratory analysis","sampStrategy
Strategy used to select sample units for laboratory analysis_comment","Longitudinal/Repeated sampling?
if this is a longitudinal study, describe the scheme of sampling (for instance paired samples with 2 months interval). ","sampUnit
Type of unit sampled in the study and reported in sampUnitSize","sampUnit
Type of unit sampled in the study and reported in sampUnitSize_comment","sampUnitSize
Number of sampling units tested (sample size)","MinAgeMonths
Age of animals in months
(-1 if not specified)","MaxAgeMonths
Age of animals in months
(-1 if not specified)","sampledMatrix
Matrix sampled for testing","sampledMatrix
Matrix sampled for testing_comment","anMethCode
Laboratory test used","anMethCode
Laboratory test used_comment","anMatText
Target of laboratory test","anMatText
Target of laboratory test_comment","anMethText
Description of laboratory method (where relevant include method of calculation of cut-offs)","sensitivity
Sensitivity of test","specificity
Specificity of test","nPositive
Number of animals positive","Were all cases confirmed to be IMPORTED (animals believed not to have been infected in the study area) -> YES, only IMPORTED cases","nNegative
Number of animals negative","Disease freedom
was this phrased as a disease freedom investigation?","Design prevalence
If given, in % (p.e. 2%). This is the minimum assumed prevalence of the disease in the region, if it was present.","prevalence (..%, e.g write 7, when the prevalence is 0.07 or 7%)
Reported prevalence in paper","LCI_PR
Lower Confidence interval-prevalence","UCI_PR
Upper confidence interval-prevalence","incidence
Reported incidence value","LCI_I
Lower confidence interval-incidence","UCI_I
Upper confidence interval-incidence","incidenceUnits
Units of reported incidence value","incidence Unit comments
Any further information on incidence units","R0
Basic reproduction number","Lower value of Ro range","Upper level of range or of Ro","impactMeasure
Description of the measure used / reported in the paper","impactValue
Value","impactUnit
Unit","impactUnit
Unit_comment","Clinical signs
If clinical signs were described, please list them here","Severity
If any measure of severity was described, please give an objective summary here","More info missed?
Are there more detailed information on the clinical progression, which could not be collected here? Would this paper be worth a new data collection form focusing specifically on the type and duration of clinical signs? ","Risk factors - INCREASE RISK
if this was a study where risk factor were investigated, please list factors confirmed to be associated with increased disease risk","Risk factors - PROTECTIVE FACTOR
if this was a study where risk factor were investigated, please list factors confirmed to REDUCE disease risk","More info missed?
Are there more detailed information on risk factors, which could not be collected here? Would this paper be worth a new data collection form focusing specifically on risk factors? ","Quality check and other notes
if relevant, please add any notes about information in the paper which you think is relevant but was not capured in the form.
Also add any notes about detected biases or other methodological flaws.","agentSubtype
Code agent of vector borne diseases agent serotype/genotype/strain
from DACRAH1, no need to answer","agentSubtype
Code agent of vector borne diseases agent serotype/genotype/strain
from DACRAH1, no need to answer_comment"
23,"N. Heinrich, C. D. Mangu, N. E. Ntinginya, G. Dobler, E. Saathoff, L. Maboko and M. Hoelscher (2015).  Rift Valley fever, Chikungunya and rickettsioses: synopsis of four seroprevalence studies on arthropod-borne diseases from South-Western Tanzania on geographic distribution and risk factors Tropical Medicine & International Health, 20(#issue#),  162-162",andrey.gogin,,3,,1,"Rift Valley fever virus",,,,"Tanzania, United Republic of",,,Unspecified,,,,2015,,,2015,"Human (homo sapiens)",,"Other: specify",,"Objective (random) sampling",,,single,,1228,,,"Blood serum",,"Immunofluorescence method",,Antibody,,,,,,,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,
42,"B. M. Boushab, M. Savadogo, S. M. Sow and S. Soufiane (2015).  Survey of investigation around cases of Rift Valley Fever at Tagant, Mauritania Revue d'epidemiologie et de sante publique, 63(3),  213-6",andrey.gogin,,3,,1,"Rift Valley fever virus",,,,Mauritania,,Tagant,"Monitoring &ndash;active",,,,2012,,2,2012,"Human (homo sapiens)",,Hospital,,"Objective (random) sampling",,,single,,212,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Antibody,,,,,26,,,,,12,,,,,,,,,,,,,,,,,,,,,,,
49,"S. F. Andriamandimby, C. Viarouge, J.-P. Ravalohery, J.-M. Reynes, C. Sailleau, M. L. Tantely, N. Elissa, E. Cardinale, A. A. Sall, S. Zientara and J.-M. Heraud (2015).  Detection in and circulation of Bluetongue virus among domestic ruminants in Madagascar Veterinary Microbiology, 176(3-4),  268-273",andrey.gogin,,3,,1,"Bluetongue virus",,,,Madagascar,,,"Surveillance active (active search for cases)",,Seroprevalence,,2008,,,2008,"Cattle (Bos taurus)",,Farm,,"Objective (random) sampling",,,single,,3395,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Antibody,,,,,,,,,,95.9,,,,,,,,,,,,,,,,,,,,,,,
49,"S. F. Andriamandimby, C. Viarouge, J.-P. Ravalohery, J.-M. Reynes, C. Sailleau, M. L. Tantely, N. Elissa, E. Cardinale, A. A. Sall, S. Zientara and J.-M. Heraud (2015).  Detection in and circulation of Bluetongue virus among domestic ruminants in Madagascar Veterinary Microbiology, 176(3-4),  268-273",mia.holmberg,,3,,1,"Bluetongue virus",,,,Madagascar,,,"Surveillance active (active search for cases)",,"Seroprevalence/ small ruminants",,2008,,,2008,"Sheep (Ovis aries)",,Farm,,"Objective (random) sampling",,,single,,3395,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Antibody,,,,,,,,,,83.7,,,,,,,,,,,,,,,,,,,,,,,
53,"Z. A. Memish, M. A. Masri, B. D. Anderson, G. L. Heil, H. R. Merrill, S. U. Khan, A. Alsahly and G. C. Gray (2015).  Elevated Antibodies against Rift Valley Fever Virus among Humans with Exposure to Ruminants in Saudi Arabia American Journal of Tropical Medicine and Hygiene, 92(4),  739-743",andrey.gogin,,3,,1,"Rift Valley fever virus",,,,"Saudi Arabia",,Jizan,"Survey (designed sampling)",,,,2000,,,,"Human (homo sapiens)",,"Other: specify",,"Objective (random) sampling",,,single,,350,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Antibody,,,,,16,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,
63,"R. D. Sumaye, E. N. Abatih, E. Thiry, M. Amuri, D. Berkvens and E. Geubbels (2015).  Inter-epidemic Acquisition of Rift Valley Fever Virus in Humans in Tanzania Plos Neglected Tropical Diseases, 9(2),  #Pages#",andrey.gogin,,3,,1,"Rift Valley fever virus",,,,"Tanzania, United Republic of",,"Kilombero Valley","Survey (designed sampling)",,,,2012,03,6,,"Human (homo sapiens)",,Household,,"Objective (random) sampling",,,single,,606,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,,,,,,,,,,,11.7,9.2,14.5,,,,,,,,,,,,,,,,,,,,,
64,"S. Muiruri, E. W. Kabiru, E. M. Muchiri, H. Hussein, F. Kagondu, A. D. LaBeaud and C. H. Kingt (2015).  Cross-Sectional Survey of Rift Valley Fever Virus Exposure in Bodhei Village Located in a Transitional Coastal Forest Habitat in Lamu County, Kenya American Journal of Tropical Medicine and Hygiene, 92(2),  394-400",andrey.gogin,,3,,1,"Rift Valley fever virus",,,,Kenya,,Garissa,"Surveillance active (active search for cases)",,,,2006,,,2006,"Human (homo sapiens)",,Household,,"Objective (random) sampling",,,single,,211,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Antibody,,,,,38,,,,,18,,,,,,,,,,,,,,,,,,,,,,,
65,"C. Tigoi, O. Lwande, B. Orindi, Z. Irura, J. Ongus and R. Sang (2015).  Seroepidemiology of Selected Arboviruses in Febrile Patients Visiting Selected Health Facilities in the Lake/River Basin Areas of Lake Baringo, Lake Naivasha, and Tana River, Kenya Vector-Borne and Zoonotic Diseases, 15(2),  124-132",andrey.gogin,,3,,1,"Crimean-Congo haemorrhagic fever virus",,,,Kenya,,Naivasha,"Survey (designed sampling)",,,,2009,09,36,2009,"Human (homo sapiens)",,,,"Objective (random) sampling",,,single,,152,,,"Blood serum",,"IgG ELISA",,IgG,,,,,27,,,,,17.76,,,,,,,,,,,,,,,,,,,,,,,
65,"C. Tigoi, O. Lwande, B. Orindi, Z. Irura, J. Ongus and R. Sang (2015).  Seroepidemiology of Selected Arboviruses in Febrile Patients Visiting Selected Health Facilities in the Lake/River Basin Areas of Lake Baringo, Lake Naivasha, and Tana River, Kenya Vector-Borne and Zoonotic Diseases, 15(2),  124-132",andrey.gogin,,3,,1,"Crimean-Congo haemorrhagic fever virus",,,,Kenya,,Baringo,"Survey (designed sampling)",,,,2009,09,36,2009,"Human (homo sapiens)",,,,"Objective (random) sampling",,,single,,117,,,"Blood serum",,"IgG ELISA",,IgG,,,,,41,,,,,35.04,,,,,,,,,,,,,,,,,,,,,,,
65,"C. Tigoi, O. Lwande, B. Orindi, Z. Irura, J. Ongus and R. Sang (2015).  Seroepidemiology of Selected Arboviruses in Febrile Patients Visiting Selected Health Facilities in the Lake/River Basin Areas of Lake Baringo, Lake Naivasha, and Tana River, Kenya Vector-Borne and Zoonotic Diseases, 15(2),  124-132",andrey.gogin,,3,,1,"Crimean-Congo haemorrhagic fever virus",,,,Kenya,,Tana,"Survey (designed sampling)",,,,2009,09,36,2009,"Human (homo sapiens)",,,,"Objective (random) sampling",,,single,,110,,,"Blood serum",,"IgG ELISA",,IgG,,,,,29,,,,,26.36,,,,,,,,,,,,,,,,,,,,,,,
65,"C. Tigoi, O. Lwande, B. Orindi, Z. Irura, J. Ongus and R. Sang (2015).  Seroepidemiology of Selected Arboviruses in Febrile Patients Visiting Selected Health Facilities in the Lake/River Basin Areas of Lake Baringo, Lake Naivasha, and Tana River, Kenya Vector-Borne and Zoonotic Diseases, 15(2),  124-132",andrey.gogin,,3,,1,"West Nile virus",,,,Kenya,,Naivasha,"Survey (designed sampling)",,,,2009,09,36,2009,"Human (homo sapiens)",,,,"Objective (random) sampling",,,single,,152,,,"Blood serum",,"IgG ELISA",,IgG,,,,,4,,,,,2.63,,,,,,,,,,,,,,,,,,,,,,,
65,"C. Tigoi, O. Lwande, B. Orindi, Z. Irura, J. Ongus and R. Sang (2015).  Seroepidemiology of Selected Arboviruses in Febrile Patients Visiting Selected Health Facilities in the Lake/River Basin Areas of Lake Baringo, Lake Naivasha, and Tana River, Kenya Vector-Borne and Zoonotic Diseases, 15(2),  124-132",andrey.gogin,,3,,1,"Rift Valley fever virus",,,,Kenya,,Naivasha,"Survey (designed sampling)",,,,2009,09,36,2009,"Human (homo sapiens)",,,,"Objective (random) sampling",,,single,,152,,,"Blood serum",,"IgG ELISA",,IgG,,,,,21,,,,,13.82,,,,,,,,,,,,,,,,,,,,,,,
65,"C. Tigoi, O. Lwande, B. Orindi, Z. Irura, J. Ongus and R. Sang (2015).  Seroepidemiology of Selected Arboviruses in Febrile Patients Visiting Selected Health Facilities in the Lake/River Basin Areas of Lake Baringo, Lake Naivasha, and Tana River, Kenya Vector-Borne and Zoonotic Diseases, 15(2),  124-132",andrey.gogin,,3,,1,"West Nile virus",,,,Kenya,,Baringo,"Survey (designed sampling)",,,,2009,09,36,2009,"Human (homo sapiens)",,,,"Objective (random) sampling",,,single,,117,,,"Blood serum",,"IgG ELISA",,IgG,,,,,6,,,,,5.13,,,,,,,,,,,,,,,,,,,,,,,
65,"C. Tigoi, O. Lwande, B. Orindi, Z. Irura, J. Ongus and R. Sang (2015).  Seroepidemiology of Selected Arboviruses in Febrile Patients Visiting Selected Health Facilities in the Lake/River Basin Areas of Lake Baringo, Lake Naivasha, and Tana River, Kenya Vector-Borne and Zoonotic Diseases, 15(2),  124-132",andrey.gogin,,3,,1,"Rift Valley fever virus",,,,Kenya,,Baringo,"Survey (designed sampling)",,,,2009,09,36,2009,"Human (homo sapiens)",,,,"Objective (random) sampling",,,single,,117,,,"Blood serum",,"IgG ELISA",,IgG,,,,,25,,,,,21.37,,,,,,,,,,,,,,,,,,,,,,,
65,"C. Tigoi, O. Lwande, B. Orindi, Z. Irura, J. Ongus and R. Sang (2015).  Seroepidemiology of Selected Arboviruses in Febrile Patients Visiting Selected Health Facilities in the Lake/River Basin Areas of Lake Baringo, Lake Naivasha, and Tana River, Kenya Vector-Borne and Zoonotic Diseases, 15(2),  124-132",andrey.gogin,,3,,1,"West Nile virus",,,,Kenya,,Tana,"Survey (designed sampling)",,,,2009,09,36,2009,"Human (homo sapiens)",,,,"Objective (random) sampling",,,single,,110,,,"Blood serum",,"IgG ELISA",,IgG,,,,,37,,,,,33.64,,,,,,,,,,,,,,,,,,,,,,,
65,"C. Tigoi, O. Lwande, B. Orindi, Z. Irura, J. Ongus and R. Sang (2015).  Seroepidemiology of Selected Arboviruses in Febrile Patients Visiting Selected Health Facilities in the Lake/River Basin Areas of Lake Baringo, Lake Naivasha, and Tana River, Kenya Vector-Borne and Zoonotic Diseases, 15(2),  124-132",andrey.gogin,,3,,1,"Rift Valley fever virus",,,,Kenya,,Tana,"Survey (designed sampling)",,,,2009,09,36,2009,"Human (homo sapiens)",,,,"Objective (random) sampling",,,single,,110,,,"Blood serum",,"IgG ELISA",,IgG,,,,,28,,,,,25.45,,,,,,,,,,,,,,,,,,,,,,,
66,"E. S. Swai and C. Sindato (2015).  Seroprevalence of Rift Valley fever virus infection in camels (dromedaries) in northern Tanzania Tropical Animal Health and Production, 47(2),  347-352",andrey.gogin,,3,,1,"Rift Valley fever virus",,,,"Tanzania, United Republic of",,Arusha,"Surveillance active (active search for cases)",,,,2010,06,3,2010,"Camel (Camelus bactrianus)",,Farm,,"Objective (random) sampling",,,single,,42,60,,Blood,,"Enzyme linked immunosorbent assay (ELISA)",,Antibody,,,,,5,,,,,11.9,,,,,,,,,,,,,,,,,,,,,,,
66,"E. S. Swai and C. Sindato (2015).  Seroprevalence of Rift Valley fever virus infection in camels (dromedaries) in northern Tanzania Tropical Animal Health and Production, 47(2),  347-352",andrey.gogin,,3,,1,"Rift Valley fever virus",,,,"Tanzania, United Republic of",,Arusha,"Surveillance active (active search for cases)",,,,2010,06,3,2010,"Camel (Camelus bactrianus)",,Farm,,"Objective (random) sampling",,,single,,54,120,,Blood,,"Enzyme linked immunosorbent assay (ELISA)",,Antibody,,,,,14,,,,,26,,,,,,,,,,,,,,,,,,,,,,,
66,"E. S. Swai and C. Sindato (2015).  Seroprevalence of Rift Valley fever virus infection in camels (dromedaries) in northern Tanzania Tropical Animal Health and Production, 47(2),  347-352",andrey.gogin,,3,,1,"Rift Valley fever virus",,,,"Tanzania, United Republic of",,Arusha,"Surveillance active (active search for cases)",,,,2010,06,3,2010,"Camel (Camelus bactrianus)",,Farm,,"Objective (random) sampling",,,single,,13,121,,Blood,,"Enzyme linked immunosorbent assay (ELISA)",,Antibody,,,,,11,,,,,84.6,,,,,,,,,,,,,,,,,,,,,,,
68,"O. W. Lwande, G. O. Paul, P. I. Chiyo, E. Ng'ang'a, V. Otieno, V. Obanda and M. Evander (2015).  Spatio-temporal variation in prevalence of Rift Valley fever: a post-epidemic serum survey in cattle and wildlife in Kenya Infection ecology & epidemiology, 5(#issue#),  30106-30106",andrey.gogin,,3,,1,"Rift Valley fever virus",,,,Kenya,,Garissa,"Surveillance active (active search for cases)",,,,2008,,,2015,,,"Natural habitat",,"Objective (random) sampling",,,single,,42,,,,,"IgG ELISA",,,,,,,,,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,
68,"O. W. Lwande, G. O. Paul, P. I. Chiyo, E. Ng'ang'a, V. Otieno, V. Obanda and M. Evander (2015).  Spatio-temporal variation in prevalence of Rift Valley fever: a post-epidemic serum survey in cattle and wildlife in Kenya Infection ecology & epidemiology, 5(#issue#),  30106-30106",andrey.gogin,,3,,1,"Rift Valley fever virus",,,,Kenya,,Laikipia,"Surveillance active (active search for cases)",,,,2008,,,2015,,,"Natural habitat",,"Objective (random) sampling",,,single,,16,,,,,"IgG ELISA",,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,
68,"O. W. Lwande, G. O. Paul, P. I. Chiyo, E. Ng'ang'a, V. Otieno, V. Obanda and M. Evander (2015).  Spatio-temporal variation in prevalence of Rift Valley fever: a post-epidemic serum survey in cattle and wildlife in Kenya Infection ecology & epidemiology, 5(#issue#),  30106-30106",andrey.gogin,,3,,1,"Rift Valley fever virus",,,,Kenya,,"Narok-Maasai Mara","Surveillance active (active search for cases)",,,,2008,,,2015,,,"Natural habitat",,"Objective (random) sampling",,,single,,135,,,,,"IgG ELISA",,,,,,,,,,,,17.8,,,,,,,,,,,,,,,,,,,,,,,
68,"O. W. Lwande, G. O. Paul, P. I. Chiyo, E. Ng'ang'a, V. Otieno, V. Obanda and M. Evander (2015).  Spatio-temporal variation in prevalence of Rift Valley fever: a post-epidemic serum survey in cattle and wildlife in Kenya Infection ecology & epidemiology, 5(#issue#),  30106-30106",andrey.gogin,,3,,1,"Rift Valley fever virus",,,,Kenya,,Tsavo,"Surveillance active (active search for cases)",,,,2008,,,2015,,,"Natural habitat",,"Objective (random) sampling",,,single,,27,,,,,"IgG ELISA",,,,,,,,,,,,14.8,,,,,,,,,,,,,,,,,,,,,,,
68,"O. W. Lwande, G. O. Paul, P. I. Chiyo, E. Ng'ang'a, V. Otieno, V. Obanda and M. Evander (2015).  Spatio-temporal variation in prevalence of Rift Valley fever: a post-epidemic serum survey in cattle and wildlife in Kenya Infection ecology & epidemiology, 5(#issue#),  30106-30106",andrey.gogin,,3,,1,"Rift Valley fever virus",,,,Kenya,,"Shanta Abaq (Wajir County)","Surveillance active (active search for cases)",,,,2008,,,2015,,,"Natural habitat",,"Objective (random) sampling",,,single,,21,,,,,"IgG ELISA",,,,,,,,,,,,9.5,,,,,,,,,,,,,,,,,,,,,,,
68,"O. W. Lwande, G. O. Paul, P. I. Chiyo, E. Ng'ang'a, V. Otieno, V. Obanda and M. Evander (2015).  Spatio-temporal variation in prevalence of Rift Valley fever: a post-epidemic serum survey in cattle and wildlife in Kenya Infection ecology & epidemiology, 5(#issue#),  30106-30106",andrey.gogin,,3,,1,"Rift Valley fever virus",,,,Kenya,,Garissa,"Surveillance active (active search for cases)",,,,2008,,,2015,,,"Natural habitat",,"Objective (random) sampling",,,single,,5,,,,,"IgG ELISA",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
68,"O. W. Lwande, G. O. Paul, P. I. Chiyo, E. Ng'ang'a, V. Otieno, V. Obanda and M. Evander (2015).  Spatio-temporal variation in prevalence of Rift Valley fever: a post-epidemic serum survey in cattle and wildlife in Kenya Infection ecology & epidemiology, 5(#issue#),  30106-30106",andrey.gogin,,3,,1,"Rift Valley fever virus",,,,Kenya,,Naivasha,"Surveillance active (active search for cases)",,,,2008,,,2015,,,"Natural habitat",,"Objective (random) sampling",,,single,,29,,,,,"IgG ELISA",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
68,"O. W. Lwande, G. O. Paul, P. I. Chiyo, E. Ng'ang'a, V. Otieno, V. Obanda and M. Evander (2015).  Spatio-temporal variation in prevalence of Rift Valley fever: a post-epidemic serum survey in cattle and wildlife in Kenya Infection ecology & epidemiology, 5(#issue#),  30106-30106",andrey.gogin,,3,,1,"Rift Valley fever virus",,,,Kenya,,"Masalani  (Tana River County)","Surveillance active (active search for cases)",,,,2008,,,2015,,,"Natural habitat",,"Objective (random) sampling",,,single,,20,,,,,"IgG ELISA",,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
78,"Y. Xiao, J. C. Beier, R. S. Cantrell, C. Cosner, D. L. DeAngelis and S. Ruan (2015).  Modelling the Effects of Seasonality and Socioeconomic Impact on the Transmission of Rift Valley Fever Virus Plos Neglected Tropical Diseases, 9(1),  #Pages#",Paul.Gale,,3,,1,"Rift Valley fever virus",,,,,,,"Other: specify","mathematical model","mathematical model - little results to report for this form","Not reported",-1,-1,,2015,"Human (homo sapiens)",,Unknown,,Unspecified,,,"host (animal or human)",,,-1,-1,"Other: specify",n/a,"Other: specify",n/a,Other,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"A. I. Al-Afaleq, M. F. Hussein, F. M. Housawi, A. A. Al-Naeem and A. A. Kubati (2015).  Vertical sero-epidemiological surveillance of Rift Valley Fever in sentinel sheep in Saudi Arabia Journal of Animal and Veterinary Advances, 14(3),  59-62",andrey.gogin,,3,,1,"Rift Valley fever virus",,,,"Saudi Arabia",,,"Surveillance active (active search for cases)",,,,2015,,,2015,"Sheep (Ovis aries)",,Farm,,"Objective (random) sampling",,,herd/flock,,1508,6,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,,,,,,4,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,
80,"A. I. Al-Afaleq, M. F. Hussein, F. M. Housawi, A. A. Al-Naeem and A. A. Kubati (2015).  Vertical sero-epidemiological surveillance of Rift Valley Fever in sentinel sheep in Saudi Arabia Journal of Animal and Veterinary Advances, 14(3),  59-62",andrey.gogin,,3,,1,"Rift Valley fever virus",,,,"Saudi Arabia",,,"Survey (designed sampling)",,,,2015,,,2015,"Goat (Capra aegagrus hircus)",,Farm,,"Objective (random) sampling",,,single,,913,6,,,,"Enzyme linked immunosorbent assay (ELISA)",,,,,,,3,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,
88,"H. Boussini, C. E. Lamien, O. G. Nacoulma, A. Kabore, G. Poda and G. Viljoen (2014).  Prevalence of Rift Valley fever in domestic ruminants in the central and northern regions of Burkina Faso Revue Scientifique Et Technique-Office International Des Epizooties, 33(3),  893-901",andrey.gogin,,3,,1,"Rift Valley fever virus",,,,"Burkina Faso",,Oubritenga,"Survey (designed sampling)",,,,2014,,,2014,"Cattle (Bos taurus)",,"Natural habitat",,"Objective (random) sampling",,,single,,40,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Antibody,,,,,6,,,,,15,,,,,,,,,,,,,,,,,,,,,,,
88,"H. Boussini, C. E. Lamien, O. G. Nacoulma, A. Kabore, G. Poda and G. Viljoen (2014).  Prevalence of Rift Valley fever in domestic ruminants in the central and northern regions of Burkina Faso Revue Scientifique Et Technique-Office International Des Epizooties, 33(3),  893-901",andrey.gogin,,3,,1,"Rift Valley fever virus",,,,"Burkina Faso",,Oubritenga,"Survey (designed sampling)",,,,2014,,,2014,"Sheep (Ovis aries)",,"Natural habitat",,"Objective (random) sampling",,,single,,40,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Antibody,,,,,4,,,,,10,,,,,,,,,,,,,,,,,,,,,,,
88,"H. Boussini, C. E. Lamien, O. G. Nacoulma, A. Kabore, G. Poda and G. Viljoen (2014).  Prevalence of Rift Valley fever in domestic ruminants in the central and northern regions of Burkina Faso Revue Scientifique Et Technique-Office International Des Epizooties, 33(3),  893-901",andrey.gogin,,3,,1,"Rift Valley fever virus",,,,"Burkina Faso",,Yatenga,"Survey (designed sampling)",,,,2014,,,2014,"Cattle (Bos taurus)",,"Natural habitat",,"Objective (random) sampling",,,single,,40,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Antibody,,,,,9,,,,,22.5,,,,,,,,,,,,,,,,,,,,,,,
88,"H. Boussini, C. E. Lamien, O. G. Nacoulma, A. Kabore, G. Poda and G. Viljoen (2014).  Prevalence of Rift Valley fever in domestic ruminants in the central and northern regions of Burkina Faso Revue Scientifique Et Technique-Office International Des Epizooties, 33(3),  893-901",andrey.gogin,,3,,1,"Rift Valley fever virus",,,,"Burkina Faso",,Soum,"Survey (designed sampling)",,,,2014,,,2014,"Goat (Capra aegagrus hircus)",,"Natural habitat",,"Objective (random) sampling",,,single,,40,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Antibody,,,,,7,,,,,17.5,,,,,,,,,,,,,,,,,,,,,,,
88,"H. Boussini, C. E. Lamien, O. G. Nacoulma, A. Kabore, G. Poda and G. Viljoen (2014).  Prevalence of Rift Valley fever in domestic ruminants in the central and northern regions of Burkina Faso Revue Scientifique Et Technique-Office International Des Epizooties, 33(3),  893-901",andrey.gogin,,3,,1,"Rift Valley fever virus",,,,"Burkina Faso",,Soum,"Survey (designed sampling)",,,,2014,,,2014,"Sheep (Ovis aries)",,"Natural habitat",,"Objective (random) sampling",,,single,,40,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Antibody,,,,,8,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,
88,"H. Boussini, C. E. Lamien, O. G. Nacoulma, A. Kabore, G. Poda and G. Viljoen (2014).  Prevalence of Rift Valley fever in domestic ruminants in the central and northern regions of Burkina Faso Revue Scientifique Et Technique-Office International Des Epizooties, 33(3),  893-901",andrey.gogin,,3,,1,"Rift Valley fever virus",,,,"Burkina Faso",,Seno,"Survey (designed sampling)",,,,2014,,,2014,"Sheep (Ovis aries)",,"Natural habitat",,"Objective (random) sampling",,,single,,40,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Antibody,,,,,2,,,,,5,,,,,,,,,,,,,,,,,,,,,,,
88,"H. Boussini, C. E. Lamien, O. G. Nacoulma, A. Kabore, G. Poda and G. Viljoen (2014).  Prevalence of Rift Valley fever in domestic ruminants in the central and northern regions of Burkina Faso Revue Scientifique Et Technique-Office International Des Epizooties, 33(3),  893-901",andrey.gogin,,3,,1,"Rift Valley fever virus",,,,"Burkina Faso",,Seno,"Survey (designed sampling)",,,,2014,,,2014,"Cattle (Bos taurus)",,"Natural habitat",,"Objective (random) sampling",,,single,,40,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Antibody,,,,,3,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,
88,"H. Boussini, C. E. Lamien, O. G. Nacoulma, A. Kabore, G. Poda and G. Viljoen (2014).  Prevalence of Rift Valley fever in domestic ruminants in the central and northern regions of Burkina Faso Revue Scientifique Et Technique-Office International Des Epizooties, 33(3),  893-901",andrey.gogin,,3,,1,"Rift Valley fever virus",,,,"Burkina Faso",,Seno,"Survey (designed sampling)",,,,2014,,,2014,"Goat (Capra aegagrus hircus)",,"Natural habitat",,"Objective (random) sampling",,,single,,40,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Antibody,,,,,1,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,
